GENERATION_PROJECT,build_year,build_gen_predetermined,gen_can_retire_early
Henan-EP_Coal_600_RC-ep-1576,2009,660,1
Henan-EP_Coal_600_RC-ep-1577,2009,660,1
Henan-EP_Coal_600_RC-ep-1578,2009,660,1
Henan-EP_Coal_600_RC-ep-1579,2007,630,1
Henan-EP_Coal_600_RC-ep-1580,2007,630,1
Henan-EP_Coal_600_RC-ep-1581,2007,600,1
Henan-EP_Coal_600_RC-ep-1582,2007,600,1
Henan-EP_Coal_600_RC-ep-1583,2015,600,1
Henan-EP_Coal_600_RC-ep-1584,2015,600,1
Henan-EP_Coal_600_RC-ep-1585,2015,600,1
Henan-EP_Coal_600_RC-ep-1586,2015,600,1
Henan-EP_Coal_600_RC-ep-1587,2006,600,1
Henan-EP_Coal_600_RC-ep-1588,2006,600,1
Henan-EP_Coal_600_RC-ep-1589,2010,600,1
Henan-EP_Coal_600_RC-ep-1590,2010,600,1
Henan-EP_Coal_600_RC-ep-1591,2006,600,1
Henan-EP_Coal_600_RC-ep-1592,2006,600,1
Henan-EP_Coal_600_RC-ep-1593,2007,600,1
Henan-EP_Coal_600_RC-ep-1594,2007,600,1
Henan-EP_Coal_600_RC-ep-1595,2004,600,1
Henan-EP_Coal_600_RC-ep-1596,2004,600,1
Henan-EP_Coal_600_RC-ep-1597,2011,600,1
Henan-EP_Coal_600_RC-ep-1598,2011,600,1
Henan-EP_Coal_600_RC-ep-1599,1990,600,1
Henan-EP_Coal_600_RC-ep-1600,2009,600,1
Henan-EP_Coal_600_RC-ep-1601,2008,600,1
Henan-EP_Coal_600_RC-ep-1602,2008,600,1
Henan-EP_Coal_600_RC-ep-1603,2008,600,1
Henan-EP_Coal_600_RC-ep-1604,2012,600,1
Henan-EP_Coal_600_RC-ep-1605,2012,600,1
Henan-EP_Coal_600_RC-ep-1606,2011,600,1
Henan-EP_Coal_600_RC-ep-1607,2008,600,1
Henan-EP_Coal_600_RC-ep-1608,2007,600,1
Henan-EP_Gas_CCGT_RC-ep-1609,2007,390,1
Henan-EP_Gas_CCGT_RC-ep-1610,2007,390,1
Henan-EP_Gas_CCGT_RC-ep-1611,2008,390,1
Henan-EP_Gas_CCGT_RC-ep-1612,2007,390,1
Henan-EP_Coal_300_RC-ep-1613,2011,350,1
Henan-EP_Coal_300_RC-ep-1614,2011,350,1
Henan-EP_Coal_300_RC-ep-1615,2013,350,1
Henan-EP_Coal_300_RC-ep-1616,2013,350,1
Henan-EP_Coal_300_RC-ep-1617,2001,350,1
Henan-EP_Coal_300_RC-ep-1618,2001,350,1
Henan-EP_Coal_300_OT-ep-1619,1998,350,1
Henan-EP_Coal_300_OT-ep-1620,1998,350,1
Henan-EP_Coal_300_RC-ep-1621,2011,330,1
Henan-EP_Coal_300_RC-ep-1622,2011,330,1
Henan-EP_Coal_300_RC-ep-1623,2010,330,1
Henan-EP_Coal_300_RC-ep-1624,2009,330,1
Henan-EP_Coal_300_RC-ep-1625,2004,320,1
Henan-EP_Coal_300_RC-ep-1626,2004,320,1
Henan-Coal_Small_RC-ep-1627,1990,318,1
Henan-EP_Coal_300_RC-ep-1628,2005,315,1
Henan-EP_Coal_300_RC-ep-1629,2004,315,1
Henan-EP_Coal_300_OT-ep-1630,1975,310,1
Henan-EP_Coal_300_RC-ep-1631,2008,300,1
Henan-EP_Coal_300_RC-ep-1632,2008,300,1
Henan-EP_Coal_300_RC-ep-1633,1999,300,1
Henan-EP_Coal_300_RC-ep-1634,1998,300,1
Henan-EP_Coal_300_RC-ep-1635,2012,300,1
Henan-EP_Coal_300_RC-ep-1636,2010,300,1
Henan-EP_Coal_300_RC-ep-1637,2005,300,1
Henan-EP_Coal_300_RC-ep-1638,2005,300,1
Henan-EP_Coal_300_RC-ep-1639,2013,300,1
Henan-EP_Coal_300_RC-ep-1640,2012,300,1
Henan-EP_Coal_300_RC-ep-1641,2006,300,1
Henan-EP_Coal_300_RC-ep-1642,2006,300,1
Henan-EP_Coal_300_RC-ep-1643,2005,300,1
Henan-EP_Coal_300_RC-ep-1644,2005,300,1
Henan-EP_Coal_300_RC-ep-1645,1996,300,1
Henan-EP_Coal_300_RC-ep-1646,1995,300,1
Henan-EP_Coal_300_RC-ep-1647,2009,300,1
Henan-EP_Coal_300_RC-ep-1648,2008,300,1
Henan-EP_Coal_300_RC-ep-1649,2007,300,1
Henan-EP_Coal_300_RC-ep-1650,2011,300,1
Henan-EP_Coal_300_RC-ep-1651,2010,300,1
Henan-EP_Coal_300_RC-ep-1652,2007,300,1
Henan-EP_Coal_300_RC-ep-1653,2005,300,1
Henan-EP_Coal_300_RC-ep-1654,2005,300,1
Henan-EP_Coal_300_RC-ep-1655,1996,300,1
Henan-EP_Coal_300_RC-ep-1656,1995,300,1
Henan-EP_Coal_300_RC-ep-1657,2001,300,1
Henan-EP_Coal_300_RC-ep-1658,2001,300,1
Henan-EP_Coal_300_RC-ep-1659,2007,300,1
Henan-EP_Coal_300_RC-ep-1660,2006,300,1
Henan-EP_Coal_300_RC-ep-1661,2007,300,1
Henan-EP_Coal_300_RC-ep-1662,2006,300,1
Henan-EP_Coal_300_OT-ep-1663,1986,300,1
Henan-EP_Coal_300_OT-ep-1664,1985,300,1
Henan-EP_Coal_300_OT-ep-1665,1980,300,1
Henan-Coal_100_RC-ep-1666,1988,220,1
Henan-Coal_100_RC-ep-1667,1988,220,1
Henan-Coal_100_RC-ep-1668,2006,210,1
Henan-Coal_100_RC-ep-1669,2006,210,1
Henan-Coal_100_RC-ep-1670,2005,210,1
Henan-Coal_100_RC-ep-1671,2005,210,1
Henan-Coal_100_RC-ep-1672,2008,210,1
Henan-Coal_100_RC-ep-1673,2008,210,1
Henan-Coal_100_RC-ep-1674,2006,210,1
Henan-Coal_100_RC-ep-1675,2006,210,1
Henan-Coal_100_RC-ep-1676,2008,210,1
Henan-Coal_100_RC-ep-1677,2008,210,1
Henan-Coal_100_RC-ep-1678,1999,205,1
Henan-Coal_100_RC-ep-1679,1999,205,1
Henan-Coal_100_RC-ep-1680,1995,200,1
Henan-Coal_100_RC-ep-1681,1992,200,1
Henan-Coal_100_RC-ep-1682,1992,200,1
Henan-Coal_100_RC-ep-1683,2006,200,1
Henan-Coal_100_RC-ep-1684,2007,200,1
Henan-Coal_100_RC-ep-1685,1990,200,1
Henan-Coal_100_RC-ep-1686,1990,200,1
Henan-Coal_100_RC-ep-1687,2010,140,1
Henan-Coal_100_RC-ep-1688,2009,140,1
Henan-Coal_100_RC-ep-1689,2005,135,1
Henan-Coal_100_RC-ep-1690,2005,135,1
Henan-Coal_100_RC-ep-1691,2004,135,1
Henan-Coal_100_RC-ep-1692,2003,135,1
Henan-Coal_100_RC-ep-1693,2005,135,1
Henan-Coal_100_RC-ep-1694,2005,135,1
Henan-Coal_100_RC-ep-1695,2005,135,1
Henan-Coal_100_RC-ep-1696,2006,135,1
Henan-Coal_100_RC-ep-1697,2006,135,1
Henan-Coal_100_RC-ep-1698,2005,135,1
Henan-Coal_100_RC-ep-1699,2006,135,1
Henan-Coal_100_RC-ep-1700,2006,135,1
Henan-Coal_100_RC-ep-1701,2008,135,1
Henan-Coal_100_RC-ep-1702,2008,135,1
Henan-Coal_100_RC-ep-1703,1990,135,1
Henan-Coal_100_RC-ep-1704,2006,135,1
Henan-Coal_100_RC-ep-1705,2004,135,1
Henan-Coal_100_RC-ep-1706,2007,135,1
Henan-Coal_100_RC-ep-1707,2006,135,1
Henan-Coal_100_RC-ep-1708,2007,135,1
Henan-Coal_100_RC-ep-1709,2007,135,1
Henan-Coal_100_RC-ep-1710,2010,125,1
Henan-Coal_100_RC-ep-1711,1999,125,1
Henan-Coal_100_RC-ep-1712,1998,125,1
Henan-Coal_Small_RC-ep-1714,1990,100,1
Hubei-EP_Coal_1000_RC-ep-1719,2012,1000,1
Hubei-EP_Coal_1000_RC-ep-1720,2013,1000,1
Hubei-EP_Coal_1000_RC-ep-1721,2012,1000,1
Hubei-EP_Coal_600_OT-ep-1722,2014,680,1
Hubei-EP_Coal_600_OT-ep-1723,2010,680,1
Hubei-EP_Coal_600_RC-ep-1724,2008,640,1
Hubei-EP_Coal_600_RC-ep-1725,2008,640,1
Hubei-EP_Coal_600_RC-ep-1726,2007,600,1
Hubei-EP_Coal_600_RC-ep-1727,2006,600,1
Hubei-EP_Coal_600_OT-ep-1728,2007,600,1
Hubei-EP_Coal_600_OT-ep-1729,2007,600,1
Hubei-EP_Coal_600_OT-ep-1730,2010,600,1
Hubei-EP_Coal_600_OT-ep-1731,2009,600,1
Hubei-EP_Coal_600_OT-ep-1732,2006,600,1
Hubei-EP_Coal_600_OT-ep-1733,2006,600,1
Hubei-Coal_Small_RC-ep-1734,1990,564,1
Hubei-Coal_Small_RC-ep-1735,1990,394,1
Hubei-EP_Coal_300_RC-ep-1736,2014,350,1
Hubei-EP_Coal_300_RC-ep-1737,2014,350,1
Hubei-EP_Coal_300_RC-ep-1738,2014,350,1
Hubei-EP_Coal_300_RC-ep-1739,2014,350,1
Hubei-EP_Coal_300_RC-ep-1740,2011,350,1
Hubei-EP_Coal_300_RC-ep-1741,2011,350,1
Hubei-EP_Coal_300_RC-ep-1742,2015,350,1
Hubei-EP_Coal_300_OT-ep-1743,1996,330,1
Hubei-EP_Coal_300_OT-ep-1744,1999,330,1
Hubei-EP_Coal_300_OT-ep-1745,1998,330,1
Hubei-EP_Coal_300_OT-ep-1746,2010,330,1
Hubei-EP_Coal_300_OT-ep-1747,2004,330,1
Hubei-EP_Coal_300_OT-ep-1748,2004,330,1
Hubei-EP_Coal_300_OT-ep-1749,1998,300,1
Hubei-EP_Coal_300_OT-ep-1750,1997,300,1
Hubei-EP_Coal_300_OT-ep-1751,1991,300,1
Hubei-EP_Coal_300_OT-ep-1752,1990,300,1
Hubei-EP_Coal_300_OT-ep-1753,1999,300,1
Hubei-EP_Coal_300_OT-ep-1754,1999,300,1
Hubei-EP_Coal_300_RC-ep-1755,2010,300,1
Hubei-EP_Coal_300_RC-ep-1756,2009,300,1
Hubei-EP_Coal_300_RC-ep-1757,2004,300,1
Hubei-EP_Coal_300_RC-ep-1758,2004,300,1
Hubei-EP_Coal_300_RC-ep-1759,2010,300,1
Hubei-EP_Coal_300_RC-ep-1760,2009,300,1
Hubei-EP_Coal_300_OT-ep-1761,1999,300,1
Hubei-EP_Coal_300_OT-ep-1762,1998,300,1
Hubei-EP_Coal_300_OT-ep-1763,1997,300,1
Hubei-EP_Coal_300_OT-ep-1764,1997,300,1
Hubei-EP_Coal_300_OT-ep-1765,1994,300,1
Hubei-EP_Coal_300_OT-ep-1766,1993,300,1
Hubei-EP_Coal_300_RC-ep-1767,1990,288,1
Hubei-Coal_100_RC-ep-1769,1997,200,1
Hubei-Coal_100_RC-ep-1770,1996,200,1
Hubei-Coal_100_OT-ep-1771,1993,200,1
Hubei-EP_Gas_CCGT_RC-ep-1772,2015,185,1
Hubei-EP_Gas_CCGT_OT-ep-1773,2015,185,1
Hubei-EP_Gas_CCGT_OT-ep-1774,2009,185,1
Hubei-EP_Gas_CCGT_OT-ep-1775,2005,176.5,1
Hubei-Coal_Small_OT-ep-1776,1990,166,1
Hubei-Coal_Small_RC-ep-1778,1990,125,1
Hubei-Coal_Small_RC-ep-1779,1990,80,1
Hubei-EP_Gas_CCGT_RC-ep-1783,2015,8.8,1
Hunan-Coal_Small_RC-ep-1784,1990,966.6,1
Hunan-EP_Coal_600_RC-ep-1785,2012,660,1
Hunan-EP_Coal_600_RC-ep-1786,2011,660,1
Hunan-EP_Coal_600_RC-ep-1787,2015,660,1
Hunan-EP_Coal_600_RC-ep-1788,2015,660,1
Hunan-EP_Coal_600_RC-ep-1789,2007,650,1
Hunan-EP_Coal_600_RC-ep-1790,2007,650,1
Hunan-EP_Coal_600_OT-ep-1791,2007,650,1
Hunan-EP_Coal_600_OT-ep-1792,2007,650,1
Hunan-EP_Coal_600_OT-ep-1793,2008,630,1
Hunan-EP_Coal_600_OT-ep-1794,2007,630,1
Hunan-EP_Coal_600_RC-ep-1795,2009,600,1
Hunan-EP_Coal_600_RC-ep-1796,2006,600,1
Hunan-EP_Coal_600_RC-ep-1797,2006,600,1
Hunan-EP_Coal_600_OT-ep-1798,2006,600,1
Hunan-EP_Coal_600_OT-ep-1799,2006,600,1
Hunan-EP_Coal_600_OT-ep-1800,2012,600,1
Hunan-EP_Coal_600_OT-ep-1801,2011,600,1
Hunan-EP_Coal_300_OT-ep-1802,1991,363,1
Hunan-EP_Coal_300_OT-ep-1803,1991,363,1
Hunan-EP_Coal_300_OT-ep-1804,2003,310,1
Hunan-EP_Coal_300_OT-ep-1805,2003,310,1
Hunan-EP_Coal_300_RC-ep-1806,2008,300,1
Hunan-EP_Coal_300_RC-ep-1807,2008,300,1
Hunan-EP_Coal_300_RC-ep-1808,2009,300,1
Hunan-EP_Coal_300_RC-ep-1809,2009,300,1
Hunan-EP_Coal_300_OT-ep-1810,2004,300,1
Hunan-EP_Coal_300_OT-ep-1811,2003,300,1
Hunan-EP_Coal_300_OT-ep-1812,1996,300,1
Hunan-EP_Coal_300_OT-ep-1813,1995,300,1
Hunan-EP_Coal_300_OT-ep-1814,1998,300,1
Hunan-EP_Coal_300_OT-ep-1815,1997,300,1
Hunan-EP_Coal_300_OT-ep-1816,2001,300,1
Hunan-EP_Coal_300_OT-ep-1817,2001,300,1
Hunan-EP_Coal_300_OT-ep-1818,2006,300,1
Hunan-EP_Coal_300_OT-ep-1819,2005,300,1
Hunan-EP_Coal_300_OT-ep-1820,2003,300,1
Hunan-EP_Coal_300_OT-ep-1821,2003,300,1
Hunan-EP_Coal_300_OT-ep-1822,2006,300,1
Hunan-EP_Coal_300_OT-ep-1823,2006,300,1
Hunan-Coal_100_OT-ep-1825,1989,210,1
Hunan-Coal_100_OT-ep-1826,1988,210,1
Hunan-Coal_Small_OT-ep-1827,1990,168,1
Hunan-Coal_Small_RC-ep-1828,1990,102,1
Guangdong-EP_Coal_1000_SEA-ep-1833,2010,1000,1
Guangdong-EP_Coal_1000_SEA-ep-1834,2009,1000,1
Guangdong-EP_Coal_1000_SEA-ep-1835,2011,1000,1
Guangdong-EP_Coal_1000_SEA-ep-1836,2010,1000,1
Guangdong-EP_Coal_1000_SEA-ep-1837,2011,1000,1
Guangdong-EP_Coal_1000_SEA-ep-1838,2011,1000,1
Guangdong-EP_Coal_1000_SEA-ep-1839,2012,1000,1
Guangdong-EP_Coal_1000_SEA-ep-1840,2011,1000,1
Guangdong-EP_Coal_1000_SEA-ep-1841,2009,1000,1
Guangdong-EP_Coal_1000_SEA-ep-1842,2009,1000,1
Guangdong-EP_Coal_1000_SEA-ep-1843,2011,1000,1
Guangdong-EP_Coal_1000_SEA-ep-1844,2011,1000,1
Guangdong-EP_Gas_CCGT_RC-ep-1845,1990,920,1
Guangdong-EP_Coal_600_SEA-ep-1846,2001,700,1
Guangdong-EP_Coal_600_SEA-ep-1847,2000,700,1
Guangdong-EP_Coal_600_SEA-ep-1848,1996,660,1
Guangdong-EP_Coal_600_SEA-ep-1849,1996,660,1
Guangdong-EP_Coal_600_SEA-ep-1850,1996,660,1
Guangdong-EP_Coal_600_SEA-ep-1851,2011,660,1
Guangdong-EP_Coal_600_SEA-ep-1852,2011,660,1
Guangdong-EP_Coal_600_SEA-ep-1853,2013,660,1
Guangdong-EP_Coal_600_SEA-ep-1854,2013,660,1
Guangdong-EP_Coal_600_SEA-ep-1855,2006,600,1
Guangdong-EP_Coal_600_SEA-ep-1856,2006,600,1
Guangdong-EP_Coal_600_RC-ep-1857,2009,600,1
Guangdong-EP_Coal_600_RC-ep-1858,2009,600,1
Guangdong-EP_Coal_600_SEA-ep-1859,2007,600,1
Guangdong-EP_Coal_600_SEA-ep-1860,2007,600,1
Guangdong-EP_Coal_600_RC-ep-1861,2011,600,1
Guangdong-EP_Coal_600_RC-ep-1862,2011,600,1
Guangdong-EP_Coal_600_SEA-ep-1863,2008,600,1
Guangdong-EP_Coal_600_SEA-ep-1864,2008,600,1
Guangdong-EP_Coal_600_SEA-ep-1865,2007,600,1
Guangdong-EP_Coal_600_SEA-ep-1866,2007,600,1
Guangdong-EP_Coal_600_SEA-ep-1867,2005,600,1
Guangdong-EP_Coal_600_SEA-ep-1868,2006,600,1
Guangdong-EP_Coal_600_SEA-ep-1869,2006,600,1
Guangdong-EP_Coal_600_SEA-ep-1870,2005,600,1
Guangdong-EP_Coal_600_SEA-ep-1871,2004,600,1
Guangdong-EP_Coal_600_SEA-ep-1872,2003,600,1
Guangdong-EP_Coal_600_SEA-ep-1873,2009,600,1
Guangdong-EP_Coal_600_SEA-ep-1874,2009,600,1
Guangdong-EP_Coal_600_SEA-ep-1875,2011,600,1
Guangdong-EP_Coal_600_SEA-ep-1876,2011,600,1
Guangdong-EP_Coal_600_RC-ep-1877,1990,600,1
Guangdong-Coal_Small_OT-ep-1878,1990,575,1
Guangdong-EP_Gas_CCGT_SEA-ep-1879,2014,390,1
Guangdong-EP_Gas_CCGT_SEA-ep-1880,2014,390,1
Guangdong-EP_Gas_CCGT_SEA-ep-1881,2007,390,1
Guangdong-EP_Gas_CCGT_SEA-ep-1882,2007,390,1
Guangdong-EP_Gas_CCGT_SEA-ep-1883,2009,390,1
Guangdong-EP_Gas_CCGT_SEA-ep-1884,2009,390,1
Guangdong-EP_Gas_CCGT_SEA-ep-1885,2007,390,1
Guangdong-EP_Gas_CCGT_SEA-ep-1886,2007,390,1
Guangdong-EP_Gas_CCGT_SEA-ep-1887,2007,390,1
Guangdong-EP_Gas_CCGT_SEA-ep-1888,2007,390,1
Guangdong-EP_Gas_CCGT_SEA-ep-1889,2007,390,1
Guangdong-EP_Gas_CCGT_SEA-ep-1890,2006,390,1
Guangdong-EP_Gas_CCGT_SEA-ep-1891,2007,390,1
Guangdong-EP_Gas_CCGT_SEA-ep-1892,2007,390,1
Guangdong-EP_Gas_CCGT_SEA-ep-1893,2007,390,1
Guangdong-EP_Gas_CCGT_RC-ep-1894,1990,360,1
Guangdong-EP_Gas_CCGT_SEA-ep-1895,2011,360,1
Guangdong-EP_Coal_300_RC-ep-1896,2013,350,1
Guangdong-EP_Coal_300_RC-ep-1897,2013,350,1
Guangdong-EP_Coal_300_SEA-ep-1898,1987,350,1
Guangdong-EP_Coal_300_SEA-ep-1899,1987,350,1
Guangdong-EP_Coal_300_SEA-ep-1900,2010,330,1
Guangdong-EP_Coal_300_SEA-ep-1901,2010,330,1
Guangdong-EP_Coal_300_SEA-ep-1902,2003,320,1
Guangdong-EP_Coal_300_SEA-ep-1903,2002,320,1
Guangdong-EP_Coal_300_RC-ep-1904,2010,300,1
Guangdong-EP_Coal_300_RC-ep-1905,2010,300,1
Guangdong-EP_Coal_300_RC-ep-1906,2005,300,1
Guangdong-EP_Coal_300_RC-ep-1907,2001,300,1
Guangdong-EP_Coal_300_RC-ep-1908,2010,300,1
Guangdong-EP_Coal_300_RC-ep-1909,2009,300,1
Guangdong-EP_Coal_300_OT-ep-1910,1990,300,1
Guangdong-EP_Coal_300_OT-ep-1911,1989,300,1
Guangdong-EP_Coal_300_OT-ep-1912,2008,300,1
Guangdong-EP_Coal_300_OT-ep-1913,2007,300,1
Guangdong-EP_Coal_300_SEA-ep-1914,1997,300,1
Guangdong-EP_Coal_300_SEA-ep-1915,1996,300,1
Guangdong-EP_Coal_300_SEA-ep-1916,1993,300,1
Guangdong-EP_Coal_300_SEA-ep-1917,1993,300,1
Guangdong-EP_Coal_300_RC-ep-1918,2010,300,1
Guangdong-EP_Coal_300_RC-ep-1919,2010,300,1
Guangdong-EP_Coal_300_RC-ep-1920,2009,300,1
Guangdong-EP_Coal_300_RC-ep-1921,2009,300,1
Guangdong-EP_Coal_300_OT-ep-1922,2008,300,1
Guangdong-EP_Coal_300_OT-ep-1923,2008,300,1
Guangdong-EP_Coal_300_SEA-ep-1924,1996,300,1
Guangdong-EP_Coal_300_SEA-ep-1925,1996,300,1
Guangdong-EP_Coal_300_SEA-ep-1926,1997,300,1
Guangdong-EP_Coal_300_SEA-ep-1927,1996,300,1
Guangdong-EP_Coal_300_SEA-ep-1928,1994,300,1
Guangdong-EP_Coal_300_SEA-ep-1929,1993,300,1
Guangdong-EP_Coal_300_RC-ep-1930,2012,300,1
Guangdong-EP_Coal_300_RC-ep-1931,2012,300,1
Guangdong-EP_Coal_300_SEA-ep-1932,2000,300,1
Guangdong-EP_Coal_300_SEA-ep-1933,1999,300,1
Guangdong-EP_Coal_300_SEA-ep-1934,1995,300,1
Guangdong-EP_Coal_300_SEA-ep-1935,1995,300,1
Guangdong-EP_Coal_300_RC-ep-1936,1990,300,1
Guangdong-EP_Coal_300_RC-ep-1937,1990,299,1
Guangdong-EP_Gas_CCGT_RC-ep-1938,2005,241.4,1
Guangdong-EP_Gas_CCGT_RC-ep-1939,2003,235,1
Guangdong-Coal_100_SEA-ep-1940,1989,210,1
Guangdong-Coal_100_SEA-ep-1941,1988,210,1
Guangdong-Coal_100_SEA-ep-1942,1987,210,1
Guangdong-Coal_100_SEA-ep-1943,1989,210,1
Guangdong-Coal_100_SEA-ep-1944,1988,210,1
Guangdong-Coal_100_SEA-ep-1945,1987,210,1
Guangdong-Coal_100_RC-ep-1946,2005,210,1
Guangdong-Coal_100_OT-ep-1947,2002,210,1
Guangdong-Coal_100_OT-ep-1948,2003,210,1
Guangdong-Coal_100_OT-ep-1949,1997,200,1
Guangdong-Coal_100_OT-ep-1950,1996,200,1
Guangdong-Coal_100_RC-ep-1951,1990,200,1
Guangdong-Coal_Small_RC-ep-1952,1990,193,1
Guangdong-EP_Gas_CCGT_RC-ep-1953,2005,183,1
Guangdong-EP_Gas_CCGT_RC-ep-1954,2004,183,1
Guangdong-EP_Gas_CCGT_RC-ep-1955,2010,180,1
Guangdong-EP_Gas_CCGT_RC-ep-1956,2010,180,1
Guangdong-EP_Gas_CCGT_RC-ep-1957,2008,180,1
Guangdong-EP_Gas_CCGT_RC-ep-1958,2008,180,1
Guangdong-EP_Gas_CCGT_RC-ep-1959,2006,180,1
Guangdong-EP_Gas_CCGT_RC-ep-1960,2006,180,1
Guangdong-EP_Gas_CCGT_RC-ep-1961,2011,180,1
Guangdong-EP_Gas_CCGT_RC-ep-1962,2011,180,1
Guangdong-EP_Gas_CCGT_RC-ep-1963,2011,180,1
Guangdong-EP_Gas_CCGT_RC-ep-1964,2011,180,1
Guangdong-EP_Gas_CCGT_RC-ep-1965,2012,180,1
Guangdong-EP_Gas_CCGT_RC-ep-1966,2012,180,1
Guangdong-EP_Gas_CCGT_RC-ep-1967,2010,180,1
Guangdong-EP_Gas_CCGT_RC-ep-1968,2010,180,1
Guangdong-EP_Gas_CCGT_RC-ep-1969,2011,180,1
Guangdong-EP_Gas_CCGT_RC-ep-1970,2006,180,1
Guangdong-EP_Gas_CCGT_RC-ep-1971,2006,180,1
Guangdong-EP_Gas_CCGT_RC-ep-1972,2007,180,1
Guangdong-EP_Gas_CCGT_RC-ep-1973,1990,180,1
Guangdong-EP_Gas_CCGT_RC-ep-1974,2007,179,1
Guangdong-EP_Gas_CCGT_RC-ep-1975,2007,173,1
Guangdong-EP_Gas_CCGT_RC-ep-1976,2007,170,1
Guangdong-EP_Gas_CCGT_OT-ep-1977,2009,156,1
Guangdong-Coal_100_OT-ep-1978,2004,150,1
Guangdong-Coal_100_OT-ep-1979,2004,150,1
Guangdong-Coal_Small_RC-ep-1980,1990,136,1
Guangdong-Coal_100_RC-ep-1981,2004,135,1
Guangdong-Coal_100_RC-ep-1982,2004,135,1
Guangdong-Coal_100_RC-ep-1983,2002,135,1
Guangdong-Coal_100_RC-ep-1984,2001,135,1
Guangdong-Coal_100_OT-ep-1985,1990,135,1
Guangdong-Coal_100_RC-ep-1986,2005,135,1
Guangdong-Coal_100_RC-ep-1987,2005,135,1
Guangdong-Coal_100_RC-ep-1988,2005,135,1
Guangdong-Coal_100_RC-ep-1989,2005,135,1
Guangdong-Coal_100_RC-ep-1990,2005,135,1
Guangdong-Coal_100_RC-ep-1991,2004,135,1
Guangdong-Coal_100_RC-ep-1992,2007,135,1
Guangdong-Coal_100_RC-ep-1993,2006,135,1
Guangdong-Coal_100_RC-ep-1994,1991,125,1
Guangdong-Coal_100_RC-ep-1995,1991,125,1
Guangdong-Coal_100_RC-ep-1996,2003,125,1
Guangdong-Coal_100_RC-ep-1997,1990,125,1
Guangdong-Coal_100_RC-ep-1998,1990,125,1
Guangdong-Coal_100_RC-ep-1999,1990,115,1
Guangdong-Coal_100_OT-ep-2000,2006,100,1
Guangdong-Coal_100_OT-ep-2001,2006,100,1
Guangdong-Coal_100_RC-ep-2002,1990,100,1
Guangdong-Coal_Small_RC-ep-2004,1990,84,1
Guangxi-EP_Coal_1000_RC-ep-2006,2012,1000,1
Guangxi-EP_Coal_1000_RC-ep-2007,2012,1000,1
Guangxi-EP_Coal_600_OT-ep-2009,2011,670,1
Guangxi-EP_Coal_600_OT-ep-2010,2012,660,1
Guangxi-EP_Coal_600_OT-ep-2011,2011,660,1
Guangxi-EP_Coal_600_OT-ep-2012,2007,630,1
Guangxi-EP_Coal_600_OT-ep-2013,2007,630,1
Guangxi-EP_Coal_600_SEA-ep-2014,2007,630,1
Guangxi-EP_Coal_600_SEA-ep-2015,2007,630,1
Guangxi-EP_Coal_600_SEA-ep-2016,2007,630,1
Guangxi-EP_Coal_600_SEA-ep-2017,2007,630,1
Guangxi-EP_Coal_300_OT-ep-2019,1999,360,1
Guangxi-EP_Coal_300_OT-ep-2020,1999,360,1
Guangxi-EP_Coal_300_OT-ep-2021,2004,330,1
Guangxi-EP_Coal_300_OT-ep-2022,2004,330,1
Guangxi-EP_Coal_300_RC-ep-2023,2007,320,1
Guangxi-EP_Coal_300_RC-ep-2024,2007,320,1
Guangxi-EP_Coal_300_SEA-ep-2025,2005,320,1
Guangxi-EP_Coal_300_SEA-ep-2026,2004,320,1
Guangxi-EP_Coal_300_OT-ep-2027,2007,300,1
Guangxi-EP_Coal_300_OT-ep-2028,2007,300,1
Guangxi-Coal_100_OT-ep-2029,1995,220,1
Guangxi-Coal_100_OT-ep-2030,1994,220,1
Guangxi-Coal_100_RC-ep-2031,2010,155,1
Guangxi-Coal_100_RC-ep-2032,2008,155,1
Guangxi-Coal_100_RC-ep-2033,2015,150,1
Guangxi-Coal_100_RC-ep-2034,2011,150,1
Guangxi-Coal_100_RC-ep-2035,1990,140,1
Guangxi-Coal_100_RC-ep-2036,2012,135,1
Guangxi-Coal_100_RC-ep-2037,2012,135,1
Guangxi-Coal_100_OT-ep-2038,2007,135,1
Guangxi-Coal_100_OT-ep-2039,2007,135,1
Guangxi-Coal_100_OT-ep-2040,2005,135,1
Guangxi-Coal_100_OT-ep-2041,2004,135,1
Guangxi-Coal_Small_OT-ep-2042,1990,122,1
Guangxi-Coal_Small_RC-ep-2044,1990,101.5,1
Guangxi-Coal_Small_RC-ep-2046,1990,56.3,1
Hainan-EP_Coal_300_SEA-ep-2048,2015,350,1
Hainan-EP_Coal_300_SEA-ep-2049,2015,350,1
Hainan-EP_Coal_300_SEA-ep-2050,2012,350,1
Hainan-EP_Coal_300_SEA-ep-2051,2012,350,1
Hainan-EP_Coal_300_SEA-ep-2052,2009,350,1
Hainan-EP_Coal_300_SEA-ep-2053,2009,350,1
Hainan-EP_Coal_300_SEA-ep-2054,2007,330,1
Hainan-EP_Coal_300_SEA-ep-2055,2006,330,1
Hainan-EP_Gas_CCGT_SEA-ep-2056,2003,221.6,1
Hainan-EP_Gas_CCGT_SEA-ep-2057,2003,221.6,1
Hainan-Coal_Small_SEA-ep-2058,1990,180,1
Hainan-EP_Gas_CCGT_RC-ep-2059,1995,160.9,1
Hainan-Coal_100_SEA-ep-2060,2012,150,1
