GENERATION_PROJECT,gen_dbid,gen_tech,gen_energy_source,gen_load_zone,gen_max_age,gen_is_variable,gen_is_flexible_baseload,gen_is_baseload,gen_can_provide_spinning_reserves,gen_can_provide_quickstart_reserves,gen_full_load_heat_rate,gen_variable_om,gen_connect_cost_per_mw,gen_scheduled_outage_rate,gen_forced_outage_rate,gen_capacity_limit_mw,gen_min_build_capacity,gen_is_cogen,gen_storage_efficiency,gen_min_load_fraction,gen_is_pumped_hydro
Shanghai-EP_Coal_1000_OT-ep-789,existing.789,EP_Coal_1000_OT,Coal,Shanghai,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.66,3,0,0.32,0.05,1000,1000,FALSE,.,0.4,FALSE
Shanghai-EP_Coal_1000_OT-ep-790,existing.790,EP_Coal_1000_OT,Coal,Shanghai,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.66,3,0,0.32,0.05,1000,1000,FALSE,.,0.4,FALSE
Shanghai-EP_Coal_1000_OT-ep-791,existing.791,EP_Coal_1000_OT,Coal,Shanghai,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.66,3,0,0.32,0.05,900,1000,FALSE,.,0.4,FALSE
Shanghai-EP_Coal_1000_OT-ep-792,existing.792,EP_Coal_1000_OT,Coal,Shanghai,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.66,3,0,0.32,0.05,900,1000,FALSE,.,0.4,FALSE
Shanghai-EP_Coal_1000_SEA-ep-787,existing.787,EP_Coal_1000_SEA,Coal,Shanghai,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.66,3,0,0.32,0.05,1000,1000,FALSE,.,0.4,FALSE
Shanghai-EP_Coal_1000_SEA-ep-788,existing.788,EP_Coal_1000_SEA,Coal,Shanghai,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.66,3,0,0.32,0.05,1000,1000,FALSE,.,0.4,FALSE
Shanghai-EP_Coal_300_OT-ep-809,existing.809,EP_Coal_300_OT,Coal,Shanghai,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,350,300,FALSE,.,0.4,FALSE
Shanghai-EP_Coal_300_OT-ep-810,existing.810,EP_Coal_300_OT,Coal,Shanghai,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,350,300,FALSE,.,0.4,FALSE
Shanghai-EP_Coal_300_OT-ep-811,existing.811,EP_Coal_300_OT,Coal,Shanghai,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,350,300,FALSE,.,0.4,FALSE
Shanghai-EP_Coal_300_OT-ep-812,existing.812,EP_Coal_300_OT,Coal,Shanghai,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,350,300,FALSE,.,0.4,FALSE
Shanghai-EP_Coal_300_OT-ep-815,existing.815,EP_Coal_300_OT,Coal,Shanghai,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,325,300,FALSE,.,0.4,FALSE
Shanghai-EP_Coal_300_OT-ep-816,existing.816,EP_Coal_300_OT,Coal,Shanghai,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,325,300,FALSE,.,0.4,FALSE
Shanghai-EP_Coal_300_OT-ep-817,existing.817,EP_Coal_300_OT,Coal,Shanghai,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,325,300,FALSE,.,0.4,FALSE
Shanghai-EP_Coal_300_OT-ep-818,existing.818,EP_Coal_300_OT,Coal,Shanghai,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,325,300,FALSE,.,0.4,FALSE
Shanghai-EP_Coal_300_OT-ep-819,existing.819,EP_Coal_300_OT,Coal,Shanghai,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,320,300,FALSE,.,0.4,FALSE
Shanghai-EP_Coal_300_OT-ep-820,existing.820,EP_Coal_300_OT,Coal,Shanghai,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,320,300,FALSE,.,0.4,FALSE
Shanghai-EP_Coal_300_OT-ep-821,existing.821,EP_Coal_300_OT,Coal,Shanghai,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,320,300,FALSE,.,0.4,FALSE
Shanghai-EP_Coal_300_OT-ep-822,existing.822,EP_Coal_300_OT,Coal,Shanghai,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,320,300,FALSE,.,0.4,FALSE
Shanghai-EP_Coal_300_OT-ep-823,existing.823,EP_Coal_300_OT,Coal,Shanghai,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,300,300,FALSE,.,0.4,FALSE
Shanghai-EP_Coal_300_OT-ep-824,existing.824,EP_Coal_300_OT,Coal,Shanghai,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,300,300,FALSE,.,0.4,FALSE
Shanghai-EP_Coal_300_OT-ep-825,existing.825,EP_Coal_300_OT,Coal,Shanghai,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,300,300,FALSE,.,0.4,FALSE
Shanghai-EP_Coal_300_OT-ep-826,existing.826,EP_Coal_300_OT,Coal,Shanghai,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,300,300,FALSE,.,0.4,FALSE
Shanghai-EP_Coal_600_OT-ep-793,existing.793,EP_Coal_600_OT,Coal,Shanghai,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.93,3,0,0.34,0.05,660,600,FALSE,.,0.4,FALSE
Shanghai-EP_Coal_600_OT-ep-794,existing.794,EP_Coal_600_OT,Coal,Shanghai,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.93,3,0,0.34,0.05,660,600,FALSE,.,0.4,FALSE
Shanghai-EP_Coal_600_OT-ep-797,existing.797,EP_Coal_600_OT,Coal,Shanghai,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.93,3,0,0.34,0.05,600,600,FALSE,.,0.4,FALSE
Shanghai-EP_Coal_600_OT-ep-798,existing.798,EP_Coal_600_OT,Coal,Shanghai,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.93,3,0,0.34,0.05,600,600,FALSE,.,0.4,FALSE
Shanghai-EP_Coal_600_RC-ep-795,existing.795,EP_Coal_600_RC,Coal,Shanghai,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.93,3,0,0.34,0.05,600,600,FALSE,.,0.4,FALSE
Shanghai-EP_Coal_600_RC-ep-796,existing.796,EP_Coal_600_RC,Coal,Shanghai,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.93,3,0,0.34,0.05,600,600,FALSE,.,0.4,FALSE
Shanghai-EP_Gas_CCGT_OT-ep-806,existing.806,EP_Gas_CCGT_OT,Gas,Shanghai,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.32,1.7,0,0.65,0.0224,385,150,TRUE,.,0.45,FALSE
Shanghai-EP_Gas_CCGT_OT-ep-807,existing.807,EP_Gas_CCGT_OT,Gas,Shanghai,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.32,1.7,0,0.65,0.0224,385,150,TRUE,.,0.45,FALSE
Shanghai-EP_Gas_CCGT_OT-ep-808,existing.808,EP_Gas_CCGT_OT,Gas,Shanghai,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.32,1.7,0,0.65,0.0224,385,150,TRUE,.,0.45,FALSE
Shanghai-EP_Gas_CCGT_RC-ep-3066,existing.3066,EP_Gas_CCGT_RC,Gas,Shanghai,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.86,1.7,3000,0.65,0.0224,860,150,TRUE,.,0.45,FALSE
Shanghai-EP_Gas_CCGT_RC-ep-799,existing.799,EP_Gas_CCGT_RC,Gas,Shanghai,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.86,1.7,0,0.65,0.0224,430,150,TRUE,.,0.45,FALSE
Shanghai-EP_Gas_CCGT_RC-ep-800,existing.800,EP_Gas_CCGT_RC,Gas,Shanghai,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.86,1.7,0,0.65,0.0224,430,150,TRUE,.,0.45,FALSE
Shanghai-EP_Gas_CCGT_RC-ep-803,existing.803,EP_Gas_CCGT_RC,Gas,Shanghai,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.86,1.7,0,0.65,0.0224,391.24,150,TRUE,.,0.45,FALSE
Shanghai-EP_Gas_CCGT_RC-ep-829,existing.829,EP_Gas_CCGT_RC,Gas,Shanghai,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.86,1.7,0,0.65,0.0224,180,150,TRUE,.,0.45,FALSE
Shanghai-EP_Gas_CCGT_RC-ep-830,existing.830,EP_Gas_CCGT_RC,Gas,Shanghai,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.86,1.7,0,0.65,0.0224,180,150,TRUE,.,0.45,FALSE
Shanghai-EP_Gas_CCGT_RC-ep-831,existing.831,EP_Gas_CCGT_RC,Gas,Shanghai,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.86,1.7,0,0.65,0.0224,180,150,TRUE,.,0.45,FALSE
Shanghai-EP_Gas_CCGT_RC-ep-832,existing.832,EP_Gas_CCGT_RC,Gas,Shanghai,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.86,1.7,0,0.65,0.0224,180,150,TRUE,.,0.45,FALSE
Shanghai-EP_Gas_CCGT_RC-ep-833,existing.833,EP_Gas_CCGT_RC,Gas,Shanghai,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.86,1.7,0,0.65,0.0224,120,150,TRUE,.,0.45,FALSE
Shanghai-EP_Gas_CCGT_RC-ep-837,existing.837,EP_Gas_CCGT_RC,Gas,Shanghai,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.86,1.7,0,0.65,0.0224,22,150,TRUE,.,0.45,FALSE
Shanghai-EP_Gas_CCGT_RC-ep-838,existing.838,EP_Gas_CCGT_RC,Gas,Shanghai,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.86,1.7,0,0.65,0.0224,11.2,150,TRUE,.,0.45,FALSE
Shanghai-EP_Gas_CCGT_SEA-ep-801,existing.801,EP_Gas_CCGT_SEA,Gas,Shanghai,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.32,1.7,0,0.65,0.0224,407,150,TRUE,.,0.45,FALSE
Shanghai-EP_Gas_CCGT_SEA-ep-802,existing.802,EP_Gas_CCGT_SEA,Gas,Shanghai,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.32,1.7,0,0.65,0.0224,407,150,TRUE,.,0.45,FALSE
Shanghai-EP_Gas_CCGT_SEA-ep-804,existing.804,EP_Gas_CCGT_SEA,Gas,Shanghai,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.32,1.7,0,0.65,0.0224,385,150,TRUE,.,0.45,FALSE
Shanghai-EP_Gas_CCGT_SEA-ep-805,existing.805,EP_Gas_CCGT_SEA,Gas,Shanghai,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.32,1.7,0,0.65,0.0224,385,150,TRUE,.,0.45,FALSE
Shanghai-EP_Gas_CCGT_SEA-ep-813,existing.813,EP_Gas_CCGT_SEA,Gas,Shanghai,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.32,1.7,0,0.65,0.0224,329,150,TRUE,.,0.45,FALSE
Shanghai-EP_Gas_CCGT_SEA-ep-814,existing.814,EP_Gas_CCGT_SEA,Gas,Shanghai,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.32,1.7,0,0.65,0.0224,329,150,TRUE,.,0.45,FALSE
Shanghai-Gas_CCGT_OT-11917,new.11917,Gas_CCGT_OT,Gas,Shanghai,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.47,2,300,0.65,0.0224,.,150,TRUE,.,0.45,FALSE
Shanghai-Gas_CCGT_RC-11927,new.11927,Gas_CCGT_RC,Gas,Shanghai,20,FALSE,FALSE,FALSE,TRUE,TRUE,7.02,2,300,0.65,0.0224,.,150,TRUE,.,0.45,FALSE
Shanghai-Gas_CCGT_SEA-11935,new.11935,Gas_CCGT_SEA,Gas,Shanghai,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.47,2,300,0.65,0.0224,.,150,TRUE,.,0.45,FALSE
Shanghai-Gas_Combustion_Turbine_RC-13158,new.13158,Gas_Combustion_Turbine_RC,Gas,Shanghai,20,FALSE,FALSE,FALSE,TRUE,TRUE,9.76,2,300,0.0318,0.0413,.,0,FALSE,.,0.4,FALSE
Shanghai-Offshore_Wind-13152,new.13152,Offshore_Wind,Wind,Shanghai,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0.0262,0.02,24300,0,FALSE,.,0,FALSE
Shanghai-Residential_PV-309,new.309,Residential_PV,Solar,Shanghai,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,3000,0,FALSE,.,0,FALSE
Shanghai-Wind-1068,new.1068,Wind,Wind,Shanghai,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0.0139,0.02,23.33333333,0,FALSE,.,0,FALSE
Shanghai-Wind-1069,new.1069,Wind,Wind,Shanghai,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0.0139,0.02,23.33333333,0,FALSE,.,0,FALSE
Shanghai-Wind-1072,new.1072,Wind,Wind,Shanghai,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0.0139,0.02,23.33333333,0,FALSE,.,0,FALSE
Shanghai-Wind_EP-ep-40003,existing.40003,Wind_EP,Wind,Shanghai,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,100.8,0,FALSE,.,0,FALSE
Shanghai-Wind_EP-ep-40020,existing.40020,Wind_EP,Wind,Shanghai,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,20,0,FALSE,.,0,FALSE
Shanghai-Wind_EP-ep-40037,existing.40037,Wind_EP,Wind,Shanghai,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,20,0,FALSE,.,0,FALSE
Shanghai-Wind_EP-ep-40070,existing.40070,Wind_EP,Wind,Shanghai,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,69.4,0,FALSE,.,0,FALSE
Shanghai-Wind_EP-ep-40096,existing.40096,Wind_EP,Wind,Shanghai,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,20,0,FALSE,.,0,FALSE
Shanghai-Wind_EP-ep-40124,existing.40124,Wind_EP,Wind,Shanghai,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,88,0,FALSE,.,0,FALSE
Shanghai-Wind_EP-ep-40151,existing.40151,Wind_EP,Wind,Shanghai,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,48,0,FALSE,.,0,FALSE
Shanghai-Wind_EP-ep-40179,existing.40179,Wind_EP,Wind,Shanghai,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,245.7,0,FALSE,.,0,FALSE
Shanghai-Wind_EP-ep-40255,existing.40255,Wind_EP,Wind,Shanghai,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,100,0,FALSE,.,0,FALSE
Shanxi-Battery_Storage-11185,new.11185,Battery_Storage,Storage,Shanxi,15,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.0055,0.02,.,0,FALSE,0.767,0,FALSE
Shanxi-Central_PV-510,new.510,Central_PV,Solar,Shanxi,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0,0.02,137800,0,FALSE,.,0,FALSE
Shanxi-Central_PV-511,new.511,Central_PV,Solar,Shanxi,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0,0.02,137800,0,FALSE,.,0,FALSE
Shanxi-Central_PV-512,new.512,Central_PV,Solar,Shanxi,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0,0.02,137800,0,FALSE,.,0,FALSE
Shanxi-Central_PV-513,new.513,Central_PV,Solar,Shanxi,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0,0.02,137800,0,FALSE,.,0,FALSE
Shanxi-Central_PV-514,new.514,Central_PV,Solar,Shanxi,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0,0.02,137800,0,FALSE,.,0,FALSE
Shanxi-Central_PV_EP-ep-50006,existing.50006,Central_PV_EP,Solar,Shanxi,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,15,0,FALSE,.,0,FALSE
Shanxi-Central_PV_EP-ep-50045,existing.50045,Central_PV_EP,Solar,Shanxi,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,20,0,FALSE,.,0,FALSE
Shanxi-Central_PV_EP-ep-50075,existing.50075,Central_PV_EP,Solar,Shanxi,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,409,0,FALSE,.,0,FALSE
Shanxi-Central_PV_EP-ep-50104,existing.50104,Central_PV_EP,Solar,Shanxi,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,689.9,0,FALSE,.,0,FALSE
Shanxi-Central_PV_EP-ep-50135,existing.50135,Central_PV_EP,Solar,Shanxi,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,1834.4,0,FALSE,.,0,FALSE
Shanxi-Central_PV_EP-ep-50165,existing.50165,Central_PV_EP,Solar,Shanxi,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,2935.5,0,FALSE,.,0,FALSE
Shanxi-Coal_1000_DRY-11369,new.11369,Coal_1000_DRY,Coal,Shanxi,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.3,5,300,0.32,0.05,.,1000,FALSE,.,0.4,FALSE
Shanxi-Coal_1000_DRY-11385,new.11385,Coal_1000_DRY,Coal,Shanxi,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.3,5,300,0.32,0.05,.,1000,FALSE,.,0.4,FALSE
Shanxi-Coal_1000_DRY-11401,new.11401,Coal_1000_DRY,Coal,Shanxi,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.3,5,300,0.32,0.05,.,1000,FALSE,.,0.4,FALSE
Shanxi-Coal_1000_DRY-11417,new.11417,Coal_1000_DRY,Coal,Shanxi,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.3,5,300,0.32,0.05,.,1000,FALSE,.,0.4,FALSE
Shanxi-Coal_1000_DRY-11433,new.11433,Coal_1000_DRY,Coal,Shanxi,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.3,5,300,0.32,0.05,.,1000,FALSE,.,0.4,FALSE
Shanxi-Coal_1000_RC-11359,new.11359,Coal_1000_RC,Coal,Shanxi,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.88,5,300,0.32,0.05,.,1000,FALSE,.,0.4,FALSE
Shanxi-Coal_1000_RC-11375,new.11375,Coal_1000_RC,Coal,Shanxi,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.88,5,300,0.32,0.05,.,1000,FALSE,.,0.4,FALSE
Shanxi-Coal_1000_RC-11391,new.11391,Coal_1000_RC,Coal,Shanxi,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.88,5,300,0.32,0.05,.,1000,FALSE,.,0.4,FALSE
Shanxi-Coal_1000_RC-11407,new.11407,Coal_1000_RC,Coal,Shanxi,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.88,5,300,0.32,0.05,.,1000,FALSE,.,0.4,FALSE
Shanxi-Coal_1000_RC-11423,new.11423,Coal_1000_RC,Coal,Shanxi,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.88,5,300,0.32,0.05,.,1000,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-296,existing.296,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,220,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-297,existing.297,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,220,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-302,existing.302,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,200,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-303,existing.303,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,200,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-308,existing.308,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,200,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-309,existing.309,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,200,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-310,existing.310,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,200,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-311,existing.311,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,200,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-312,existing.312,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,200,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-315,existing.315,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,200,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-316,existing.316,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,200,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-317,existing.317,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,150,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-318,existing.318,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,150,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-319,existing.319,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,135,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-320,existing.320,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,135,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-321,existing.321,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,135,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-322,existing.322,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,135,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-323,existing.323,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,135,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-324,existing.324,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,135,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-325,existing.325,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,135,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-326,existing.326,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,135,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-327,existing.327,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,135,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-328,existing.328,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,135,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-329,existing.329,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,135,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-330,existing.330,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,135,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-331,existing.331,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,135,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-332,existing.332,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,135,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-333,existing.333,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,135,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-334,existing.334,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,135,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-335,existing.335,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,135,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-336,existing.336,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,135,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-337,existing.337,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,135,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-338,existing.338,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,135,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-339,existing.339,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,135,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_DRY-ep-348,existing.348,Coal_100_DRY,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.45,3,0,0.52,0.05,100,100,FALSE,.,0.4,FALSE
Shanxi-Coal_100_OT-ep-298,existing.298,Coal_100_OT,Coal,Shanxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.13,3,0,0.52,0.05,210,100,FALSE,.,0.4,FALSE
