GENERATION_PROJECT,build_year,gen_overnight_cost,gen_fixed_om,gen_storage_energy_overnight_cost
Shandong-Gas_CCGT_RC-12265,2048,665600,6400,.
Shandong-Gas_CCGT_RC-12289,2023,665600,6400,.
Shandong-Gas_CCGT_RC-12289,2028,665600,6400,.
Shandong-Gas_CCGT_RC-12289,2033,665600,6400,.
Shandong-Gas_CCGT_RC-12289,2038,665600,6400,.
Shandong-Gas_CCGT_RC-12289,2043,665600,6400,.
Shandong-Gas_CCGT_RC-12289,2048,665600,6400,.
Shandong-Gas_CCGT_RC-12305,2023,665600,6400,.
Shandong-Gas_CCGT_RC-12305,2028,665600,6400,.
Shandong-Gas_CCGT_RC-12305,2033,665600,6400,.
Shandong-Gas_CCGT_RC-12305,2038,665600,6400,.
Shandong-Gas_CCGT_RC-12305,2043,665600,6400,.
Shandong-Gas_CCGT_RC-12305,2048,665600,6400,.
Shandong-Gas_Combustion_Turbine_RC-13226,2023,484343,4657,.
Shandong-Gas_Combustion_Turbine_RC-13226,2028,484343,4657,.
Shandong-Gas_Combustion_Turbine_RC-13226,2033,484343,4657,.
Shandong-Gas_Combustion_Turbine_RC-13226,2038,484343,4657,.
Shandong-Gas_Combustion_Turbine_RC-13226,2043,484343,4657,.
Shandong-Gas_Combustion_Turbine_RC-13226,2048,484343,4657,.
Shandong-Hydro_NonPumped-ep-30023,1981,1342278,3300,.
Shandong-Hydro_NonPumped-ep-30054,1982,1342278,3300,.
Shandong-Hydro_NonPumped-ep-30085,1983,1342278,3300,.
Shandong-Hydro_NonPumped-ep-30116,1984,1342278,3300,.
Shandong-Hydro_NonPumped-ep-30147,1985,1342278,3300,.
Shandong-Hydro_NonPumped-ep-30178,1986,1342278,3300,.
Shandong-Hydro_NonPumped-ep-30209,1987,1342278,3300,.
Shandong-Hydro_NonPumped-ep-30240,1988,1342278,3300,.
Shandong-Hydro_NonPumped-ep-30271,1989,1342278,3300,.
Shandong-Hydro_NonPumped-ep-30302,1990,1342278,3300,.
Shandong-Hydro_NonPumped-ep-30333,1991,1342278,3300,.
Shandong-Hydro_NonPumped-ep-30364,1992,1342278,3300,.
Shandong-Hydro_NonPumped-ep-30395,1993,1342278,3300,.
Shandong-Hydro_NonPumped-ep-30426,1994,1342278,3300,.
Shandong-Hydro_NonPumped-ep-30457,1995,1342278,3300,.
Shandong-Hydro_NonPumped-ep-30488,1996,1342278,3300,.
Shandong-Hydro_NonPumped-ep-30519,1997,1342278,3300,.
Shandong-Hydro_NonPumped-ep-30550,1998,1342278,3300,.
Shandong-Hydro_NonPumped-ep-30575,1999,1342278,3300,.
Shandong-Hydro_NonPumped-ep-30598,2000,1342278,3300,.
Shandong-Hydro_NonPumped-ep-30739,2005,1342278,3300,.
Shandong-Hydro_NonPumped-ep-30761,2006,1342278,3300,.
Shandong-Hydro_NonPumped-ep-30785,2007,1342278,3300,.
Shandong-Hydro_NonPumped-ep-30831,2009,1342278,3300,.
Shandong-Hydro_NonPumped-ep-30850,2010,1342278,3300,.
Shandong-Hydro_NonPumped-ep-30876,2012,1342278,3300,.
Shandong-Hydro_NonPumped-ep-30890,2013,1342278,3300,.
Shandong-Hydro_NonPumped-ep-30942,2016,1342278,3300,.
Shandong-Hydro_NonPumped-ep-30962,2017,1342278,3300,.
Shandong-Hydro_NonPumped-ep-30983,2014,1342278,3300,.
Shandong-Hydro_Pumped-ep-35026,2007,1098228,2700,0
Shandong-Hydro_Pumped-ep-35042,2020,1098228,2700,0
Shandong-Hydro_Pumped-ep-35043,2020,1098228,2700,0
Shandong-Nuclear_EP_SEA-ep-3118,2020,2378486,60000,.
Shandong-Nuclear_EP_SEA-ep-60035,2014,2378486,40000,.
Shandong-Nuclear_EP_SEA-ep-60036,2014,2378486,40000,.
Shandong-Nuclear_SEA-13133,2023,2140637,18000,.
Shandong-Nuclear_SEA-13133,2028,2140637,18000,.
Shandong-Nuclear_SEA-13133,2033,2140637,18000,.
Shandong-Nuclear_SEA-13133,2038,2140637,18000,.
Shandong-Nuclear_SEA-13133,2043,2140637,18000,.
Shandong-Nuclear_SEA-13133,2048,2140637,18000,.
Shandong-Nuclear_SMR-13225,2023,4034304,36000,.
Shandong-Nuclear_SMR-13225,2028,4034304,36000,.
Shandong-Nuclear_SMR-13225,2033,4034304,36000,.
Shandong-Nuclear_SMR-13225,2038,4034304,36000,.
Shandong-Nuclear_SMR-13225,2043,4034304,36000,.
Shandong-Nuclear_SMR-13225,2048,4034304,36000,.
Shandong-Offshore_Wind-13220,2023,2183527,21748,.
Shandong-Offshore_Wind-13220,2028,2158450,21498,.
Shandong-Offshore_Wind-13220,2033,2132833,21243,.
Shandong-Offshore_Wind-13220,2038,2104835,20965,.
Shandong-Offshore_Wind-13220,2043,2057298,20491,.
Shandong-Offshore_Wind-13220,2048,2013675,20057,.
Shandong-Residential_PV-302,2023,2398125,23981,.
Shandong-Residential_PV-302,2028,2305552,23055,.
Shandong-Residential_PV-302,2033,2249887,22499,.
Shandong-Residential_PV-302,2038,2200094,22001,.
Shandong-Residential_PV-302,2043,2149909,21499,.
Shandong-Residential_PV-302,2048,2106182,21062,.
Shandong-Residential_PV-303,2023,2398125,23981,.
Shandong-Residential_PV-303,2028,2305552,23055,.
Shandong-Residential_PV-303,2033,2249887,22499,.
Shandong-Residential_PV-303,2038,2200094,22001,.
Shandong-Residential_PV-303,2043,2149909,21499,.
Shandong-Residential_PV-303,2048,2106182,21062,.
Shandong-Residential_PV-304,2023,2398125,23981,.
Shandong-Residential_PV-304,2028,2305552,23055,.
Shandong-Residential_PV-304,2033,2249887,22499,.
Shandong-Residential_PV-304,2038,2200094,22001,.
Shandong-Residential_PV-304,2043,2149909,21499,.
Shandong-Residential_PV-304,2048,2106182,21062,.
Shandong-Residential_PV-305,2023,2398125,23981,.
Shandong-Residential_PV-305,2028,2305552,23055,.
Shandong-Residential_PV-305,2033,2249887,22499,.
Shandong-Residential_PV-305,2038,2200094,22001,.
Shandong-Residential_PV-305,2043,2149909,21499,.
Shandong-Residential_PV-305,2048,2106182,21062,.
Shandong-Residential_PV-307,2023,2398125,23981,.
Shandong-Residential_PV-307,2028,2305552,23055,.
Shandong-Residential_PV-307,2033,2249887,22499,.
Shandong-Residential_PV-307,2038,2200094,22001,.
Shandong-Residential_PV-307,2043,2149909,21499,.
Shandong-Residential_PV-307,2048,2106182,21062,.
Shandong-Residential_PV-308,2023,2398125,23981,.
Shandong-Residential_PV-308,2028,2305552,23055,.
Shandong-Residential_PV-308,2033,2249887,22499,.
Shandong-Residential_PV-308,2038,2200094,22001,.
Shandong-Residential_PV-308,2043,2149909,21499,.
Shandong-Residential_PV-308,2048,2106182,21062,.
Shandong-Residential_PV-385,2023,2398125,23981,.
Shandong-Residential_PV-385,2028,2305552,23055,.
Shandong-Residential_PV-385,2033,2249887,22499,.
Shandong-Residential_PV-385,2038,2200094,22001,.
Shandong-Residential_PV-385,2043,2149909,21499,.
Shandong-Residential_PV-385,2048,2106182,21062,.
Shandong-Wind-1099,2023,1129443,11249,.
Shandong-Wind-1099,2028,1104447,11000,.
Shandong-Wind-1099,2033,1079254,10750,.
Shandong-Wind-1099,2038,1054209,10500,.
Shandong-Wind-1099,2043,1028649,10245,.
Shandong-Wind-1099,2048,1006838,10028,.
Shandong-Wind-1100,2023,1129443,11249,.
Shandong-Wind-1100,2028,1104447,11000,.
Shandong-Wind-1100,2033,1079254,10750,.
Shandong-Wind-1100,2038,1054209,10500,.
Shandong-Wind-1100,2043,1028649,10245,.
Shandong-Wind-1100,2048,1006838,10028,.
Shandong-Wind-1101,2023,1129443,11249,.
Shandong-Wind-1101,2028,1104447,11000,.
Shandong-Wind-1101,2033,1079254,10750,.
Shandong-Wind-1101,2038,1054209,10500,.
Shandong-Wind-1101,2043,1028649,10245,.
Shandong-Wind-1101,2048,1006838,10028,.
Shandong-Wind-1103,2023,1129443,11249,.
Shandong-Wind-1103,2028,1104447,11000,.
Shandong-Wind-1103,2033,1079254,10750,.
Shandong-Wind-1103,2038,1054209,10500,.
Shandong-Wind-1103,2043,1028649,10245,.
Shandong-Wind-1103,2048,1006838,10028,.
Shandong-Wind-1104,2023,1129443,11249,.
Shandong-Wind-1104,2028,1104447,11000,.
Shandong-Wind-1104,2033,1079254,10750,.
Shandong-Wind-1104,2038,1054209,10500,.
Shandong-Wind-1104,2043,1028649,10245,.
Shandong-Wind-1104,2048,1006838,10028,.
Shandong-Wind-1106,2023,1129443,11249,.
Shandong-Wind-1106,2028,1104447,11000,.
Shandong-Wind-1106,2033,1079254,10750,.
Shandong-Wind-1106,2038,1054209,10500,.
Shandong-Wind-1106,2043,1028649,10245,.
Shandong-Wind-1106,2048,1006838,10028,.
Shandong-Wind-1108,2023,1129443,11249,.
Shandong-Wind-1108,2028,1104447,11000,.
Shandong-Wind-1108,2033,1079254,10750,.
Shandong-Wind-1108,2038,1054209,10500,.
Shandong-Wind-1108,2043,1028649,10245,.
Shandong-Wind-1108,2048,1006838,10028,.
Shandong-Wind-1112,2023,1129443,11249,.
Shandong-Wind-1112,2028,1104447,11000,.
Shandong-Wind-1112,2033,1079254,10750,.
Shandong-Wind-1112,2038,1054209,10500,.
Shandong-Wind-1112,2043,1028649,10245,.
Shandong-Wind-1112,2048,1006838,10028,.
Shandong-Wind-1113,2023,1129443,11249,.
Shandong-Wind-1113,2028,1104447,11000,.
Shandong-Wind-1113,2033,1079254,10750,.
Shandong-Wind-1113,2038,1054209,10500,.
Shandong-Wind-1113,2043,1028649,10245,.
Shandong-Wind-1113,2048,1006838,10028,.
Shandong-Wind-1114,2023,1129443,11249,.
Shandong-Wind-1114,2028,1104447,11000,.
Shandong-Wind-1114,2033,1079254,10750,.
Shandong-Wind-1114,2038,1054209,10500,.
Shandong-Wind-1114,2043,1028649,10245,.
Shandong-Wind-1114,2048,1006838,10028,.
Shandong-Wind-1115,2023,1129443,11249,.
Shandong-Wind-1115,2028,1104447,11000,.
Shandong-Wind-1115,2033,1079254,10750,.
Shandong-Wind-1115,2038,1054209,10500,.
Shandong-Wind-1115,2043,1028649,10245,.
Shandong-Wind-1115,2048,1006838,10028,.
Shandong-Wind-1116,2023,1129443,11249,.
Shandong-Wind-1116,2028,1104447,11000,.
Shandong-Wind-1116,2033,1079254,10750,.
Shandong-Wind-1116,2038,1054209,10500,.
Shandong-Wind-1116,2043,1028649,10245,.
Shandong-Wind-1116,2048,1006838,10028,.
Shandong-Wind-1161,2023,1129443,11249,.
Shandong-Wind-1161,2028,1104447,11000,.
Shandong-Wind-1161,2033,1079254,10750,.
Shandong-Wind-1161,2038,1054209,10500,.
Shandong-Wind-1161,2043,1028649,10245,.
Shandong-Wind-1161,2048,1006838,10028,.
Shandong-Wind-1163,2023,1129443,11249,.
Shandong-Wind-1163,2028,1104447,11000,.
Shandong-Wind-1163,2033,1079254,10750,.
Shandong-Wind-1163,2038,1054209,10500,.
Shandong-Wind-1163,2043,1028649,10245,.
Shandong-Wind-1163,2048,1006838,10028,.
Shandong-Wind-1166,2023,1129443,11249,.
Shandong-Wind-1166,2028,1104447,11000,.
Shandong-Wind-1166,2033,1079254,10750,.
Shandong-Wind-1166,2038,1054209,10500,.
Shandong-Wind-1166,2043,1028649,10245,.
Shandong-Wind-1166,2048,1006838,10028,.
Shandong-Wind-1170,2023,1129443,11249,.
Shandong-Wind-1170,2028,1104447,11000,.
Shandong-Wind-1170,2033,1079254,10750,.
Shandong-Wind-1170,2038,1054209,10500,.
Shandong-Wind-1170,2043,1028649,10245,.
Shandong-Wind-1170,2048,1006838,10028,.
Shandong-Wind-1172,2023,1129443,11249,.
Shandong-Wind-1172,2028,1104447,11000,.
Shandong-Wind-1172,2033,1079254,10750,.
Shandong-Wind-1172,2038,1054209,10500,.
Shandong-Wind-1172,2043,1028649,10245,.
Shandong-Wind-1172,2048,1006838,10028,.
Shandong-Wind_EP-ep-40019,2007,1204800,12000,.
Shandong-Wind_EP-ep-40036,2008,1204800,12000,.
Shandong-Wind_EP-ep-40058,2009,1204800,12000,.
Shandong-Wind_EP-ep-40069,2011,1204800,12000,.
Shandong-Wind_EP-ep-40095,2012,1204800,12000,.
Shandong-Wind_EP-ep-40123,2013,1204800,12000,.
Shandong-Wind_EP-ep-40150,2014,1204800,12000,.
Shandong-Wind_EP-ep-40178,2015,1204800,12000,.
Shandong-Wind_EP-ep-40207,2016,1204800,12000,.
Shandong-Wind_EP-ep-40232,2017,1204800,12000,.
Shandong-Wind_EP-ep-40254,2010,1204800,12000,.
Shanghai-Battery_Storage-11180,2023,1485958,13421,0
Shanghai-Battery_Storage-11180,2028,1346607,12162,0
Shanghai-Battery_Storage-11180,2033,1328640,12000,0
Shanghai-Battery_Storage-11180,2038,1328640,12000,0
Shanghai-Battery_Storage-11180,2043,1328640,12000,0
Shanghai-Battery_Storage-11180,2048,1328640,12000,0
Shanghai-Central_PV-509,2023,1200000,12000,.
Shanghai-Central_PV-509,2028,1200000,12000,.
Shanghai-Central_PV-509,2033,1200000,12000,.
Shanghai-Central_PV-509,2038,1200000,12000,.
Shanghai-Central_PV-509,2043,1200000,12000,.
Shanghai-Central_PV-509,2048,1200000,12000,.
Shanghai-Central_PV_EP-ep-50003,2016,1439448,28789,.
Shanghai-Central_PV_EP-ep-50005,2011,1439448,28789,.
Shanghai-Central_PV_EP-ep-50044,2013,1439448,28789,.
Shanghai-Central_PV_EP-ep-50074,2014,1439448,28789,.
Shanghai-Central_PV_EP-ep-50103,2015,1439448,28789,.
Shanghai-Central_PV_EP-ep-50164,2017,1439448,28789,.
Shanghai-Coal_1000_OT-11911,2023,549787,5044,.
Shanghai-Coal_1000_OT-11911,2028,549787,5044,.
Shanghai-Coal_1000_OT-11911,2033,549787,5044,.
Shanghai-Coal_1000_OT-11911,2038,549787,5044,.
Shanghai-Coal_1000_OT-11911,2043,549787,5044,.
Shanghai-Coal_1000_OT-11911,2048,549787,5044,.
Shanghai-Coal_1000_RC-11919,2023,578592,5309,.
Shanghai-Coal_1000_RC-11919,2028,578592,5309,.
Shanghai-Coal_1000_RC-11919,2033,578592,5309,.
Shanghai-Coal_1000_RC-11919,2038,578592,5309,.
Shanghai-Coal_1000_RC-11919,2043,578592,5309,.
Shanghai-Coal_1000_RC-11919,2048,578592,5309,.
Shanghai-Coal_1000_SEA-11929,2023,578584,5309,.
Shanghai-Coal_1000_SEA-11929,2028,578584,5309,.
Shanghai-Coal_1000_SEA-11929,2033,578584,5309,.
Shanghai-Coal_1000_SEA-11929,2038,578584,5309,.
Shanghai-Coal_1000_SEA-11929,2043,578584,5309,.
Shanghai-Coal_1000_SEA-11929,2048,578584,5309,.
Shanghai-Coal_100_SEA-ep-835,2008,805257,15486,.
Shanghai-Coal_100_SEA-ep-836,2002,805257,15486,.
Shanghai-Coal_300_OT-11915,2023,591611,5689,.
Shanghai-Coal_300_OT-11915,2028,591611,5689,.
Shanghai-Coal_300_OT-11915,2033,591611,5689,.
Shanghai-Coal_300_OT-11915,2038,591611,5689,.
Shanghai-Coal_300_OT-11915,2043,591611,5689,.
Shanghai-Coal_300_OT-11915,2048,591611,5689,.
Shanghai-Coal_300_RC-11923,2023,630091,6059,.
Shanghai-Coal_300_RC-11923,2028,630091,6059,.
Shanghai-Coal_300_RC-11923,2033,630091,6059,.
Shanghai-Coal_300_RC-11923,2038,630091,6059,.
Shanghai-Coal_300_RC-11923,2043,630091,6059,.
Shanghai-Coal_300_RC-11923,2048,630091,6059,.
Shanghai-Coal_300_SEA-11933,2023,630084,6059,.
Shanghai-Coal_300_SEA-11933,2028,630084,6059,.
Shanghai-Coal_300_SEA-11933,2033,630084,6059,.
Shanghai-Coal_300_SEA-11933,2038,630084,6059,.
Shanghai-Coal_300_SEA-11933,2043,630084,6059,.
Shanghai-Coal_300_SEA-11933,2048,630084,6059,.
Shanghai-Coal_600_OT-11913,2023,572364,5251,.
Shanghai-Coal_600_OT-11913,2028,572364,5251,.
Shanghai-Coal_600_OT-11913,2033,572364,5251,.
Shanghai-Coal_600_OT-11913,2038,572364,5251,.
Shanghai-Coal_600_OT-11913,2043,572364,5251,.
Shanghai-Coal_600_OT-11913,2048,572364,5251,.
Shanghai-Coal_600_RC-11921,2023,582951,5349,.
Shanghai-Coal_600_RC-11921,2028,582951,5349,.
Shanghai-Coal_600_RC-11921,2033,582951,5349,.
Shanghai-Coal_600_RC-11921,2038,582951,5349,.
Shanghai-Coal_600_RC-11921,2043,582951,5349,.
Shanghai-Coal_600_RC-11921,2048,582951,5349,.
Shanghai-Coal_600_SEA-11931,2023,582944,5349,.
Shanghai-Coal_600_SEA-11931,2028,582944,5349,.
Shanghai-Coal_600_SEA-11931,2033,582944,5349,.
Shanghai-Coal_600_SEA-11931,2038,582944,5349,.
Shanghai-Coal_600_SEA-11931,2043,582944,5349,.
Shanghai-Coal_600_SEA-11931,2048,582944,5349,.
Shanghai-Coal_IGCC_RC-11925,2023,1634880,15000,.
Shanghai-Coal_IGCC_RC-11925,2028,1634880,15000,.
Shanghai-Coal_IGCC_RC-11925,2033,1634880,15000,.
Shanghai-Coal_IGCC_RC-11925,2038,1634880,15000,.
Shanghai-Coal_IGCC_RC-11925,2043,1634880,15000,.
Shanghai-Coal_IGCC_RC-11925,2048,1634880,15000,.
Shanghai-Coal_Small_OT-ep-827,1990,774286,15486,.
Shanghai-Coal_Small_RC-ep-834,1990,774286,15486,.
Shanghai-Coal_Small_SEA-ep-828,1990,805257,15486,.
Shanghai-Commercial_PV-109,2023,1500000,15000,.
Shanghai-Commercial_PV-109,2028,1500000,15000,.
Shanghai-Commercial_PV-109,2033,1500000,15000,.
Shanghai-Commercial_PV-109,2038,1500000,15000,.
Shanghai-Commercial_PV-109,2043,1500000,15000,.
Shanghai-Commercial_PV-109,2048,1500000,15000,.
Shanghai-EP_Coal_1000_OT-ep-789,2008,582329,10686,.
Shanghai-EP_Coal_1000_OT-ep-790,2008,582329,10686,.
Shanghai-EP_Coal_1000_OT-ep-791,2004,582329,10686,.
Shanghai-EP_Coal_1000_OT-ep-792,2004,582329,10686,.
Shanghai-EP_Coal_1000_SEA-ep-787,2010,582329,10686,.
Shanghai-EP_Coal_1000_SEA-ep-788,2010,582329,10686,.
Shanghai-EP_Coal_300_OT-ep-809,2008,628457,12086,.
Shanghai-EP_Coal_300_OT-ep-810,1999,628457,12086,.
Shanghai-EP_Coal_300_OT-ep-811,1983,628457,12086,.
Shanghai-EP_Coal_300_OT-ep-812,1982,628457,12086,.
Shanghai-EP_Coal_300_OT-ep-815,1989,628457,12086,.
Shanghai-EP_Coal_300_OT-ep-816,1989,628457,12086,.
Shanghai-EP_Coal_300_OT-ep-817,1988,628457,12086,.
Shanghai-EP_Coal_300_OT-ep-818,1987,628457,12086,.
Shanghai-EP_Coal_300_OT-ep-819,1997,628457,12086,.
Shanghai-EP_Coal_300_OT-ep-820,1996,628457,12086,.
Shanghai-EP_Coal_300_OT-ep-821,1995,628457,12086,.
Shanghai-EP_Coal_300_OT-ep-822,1995,628457,12086,.
Shanghai-EP_Coal_300_OT-ep-823,2010,628457,12086,.
Shanghai-EP_Coal_300_OT-ep-824,2010,628457,12086,.
Shanghai-EP_Coal_300_OT-ep-825,1992,628457,12086,.
Shanghai-EP_Coal_300_OT-ep-826,1991,628457,12086,.
Shanghai-EP_Coal_600_OT-ep-793,2009,512262,9400,.
Shanghai-EP_Coal_600_OT-ep-794,2009,512262,9400,.
Shanghai-EP_Coal_600_OT-ep-797,1992,512262,9400,.
Shanghai-EP_Coal_600_OT-ep-798,1992,512262,9400,.
Shanghai-EP_Coal_600_RC-ep-795,2001,572986,10514,.
Shanghai-EP_Coal_600_RC-ep-796,2000,572986,10514,.
Shanghai-EP_Gas_CCGT_OT-ep-806,2006,665600,12800,.
Shanghai-EP_Gas_CCGT_OT-ep-807,2006,665600,12800,.
Shanghai-EP_Gas_CCGT_OT-ep-808,2006,665600,12800,.
Shanghai-EP_Gas_CCGT_RC-ep-3066,2016,665600,12800,.
Shanghai-EP_Gas_CCGT_RC-ep-799,2015,665600,12800,.
Shanghai-EP_Gas_CCGT_RC-ep-800,2015,665600,12800,.
Shanghai-EP_Gas_CCGT_RC-ep-803,2015,665600,12800,.
Shanghai-EP_Gas_CCGT_RC-ep-829,2006,665600,12800,.
Shanghai-EP_Gas_CCGT_RC-ep-830,2006,665600,12800,.
Shanghai-EP_Gas_CCGT_RC-ep-831,2006,665600,12800,.
Shanghai-EP_Gas_CCGT_RC-ep-832,2006,665600,12800,.
Shanghai-EP_Gas_CCGT_RC-ep-833,2015,665600,12800,.
Shanghai-EP_Gas_CCGT_RC-ep-837,2015,665600,12800,.
Shanghai-EP_Gas_CCGT_RC-ep-838,1990,665600,12800,.
Shanghai-EP_Gas_CCGT_SEA-ep-801,2012,665600,12800,.
Shanghai-EP_Gas_CCGT_SEA-ep-802,2011,665600,12800,.
Shanghai-EP_Gas_CCGT_SEA-ep-804,2011,665600,12800,.
Shanghai-EP_Gas_CCGT_SEA-ep-805,2011,665600,12800,.
Shanghai-EP_Gas_CCGT_SEA-ep-813,2005,665600,12800,.
Shanghai-EP_Gas_CCGT_SEA-ep-814,2005,665600,12800,.
Shanghai-Gas_CCGT_OT-11917,2023,665600,6400,.
Shanghai-Gas_CCGT_OT-11917,2028,665600,6400,.
Shanghai-Gas_CCGT_OT-11917,2033,665600,6400,.
Shanghai-Gas_CCGT_OT-11917,2038,665600,6400,.
Shanghai-Gas_CCGT_OT-11917,2043,665600,6400,.
Shanghai-Gas_CCGT_OT-11917,2048,665600,6400,.
Shanghai-Gas_CCGT_RC-11927,2023,665600,6400,.
Shanghai-Gas_CCGT_RC-11927,2028,665600,6400,.
Shanghai-Gas_CCGT_RC-11927,2033,665600,6400,.
Shanghai-Gas_CCGT_RC-11927,2038,665600,6400,.
Shanghai-Gas_CCGT_RC-11927,2043,665600,6400,.
Shanghai-Gas_CCGT_RC-11927,2048,665600,6400,.
Shanghai-Gas_CCGT_SEA-11935,2023,665600,6400,.
Shanghai-Gas_CCGT_SEA-11935,2028,665600,6400,.
Shanghai-Gas_CCGT_SEA-11935,2033,665600,6400,.
Shanghai-Gas_CCGT_SEA-11935,2038,665600,6400,.
Shanghai-Gas_CCGT_SEA-11935,2043,665600,6400,.
Shanghai-Gas_CCGT_SEA-11935,2048,665600,6400,.
Shanghai-Gas_Combustion_Turbine_RC-13158,2023,484343,4657,.
Shanghai-Gas_Combustion_Turbine_RC-13158,2028,484343,4657,.
Shanghai-Gas_Combustion_Turbine_RC-13158,2033,484343,4657,.
Shanghai-Gas_Combustion_Turbine_RC-13158,2038,484343,4657,.
Shanghai-Gas_Combustion_Turbine_RC-13158,2043,484343,4657,.
Shanghai-Gas_Combustion_Turbine_RC-13158,2048,484343,4657,.
Shanghai-Offshore_Wind-13152,2023,2183527,21748,.
Shanghai-Offshore_Wind-13152,2028,2158450,21498,.
Shanghai-Offshore_Wind-13152,2033,2132833,21243,.
Shanghai-Offshore_Wind-13152,2038,2104835,20965,.
Shanghai-Offshore_Wind-13152,2043,2057298,20491,.
Shanghai-Offshore_Wind-13152,2048,2013675,20057,.
Shanghai-Residential_PV-309,2023,2398125,23981,.
Shanghai-Residential_PV-309,2028,2305552,23055,.
Shanghai-Residential_PV-309,2033,2249887,22499,.
Shanghai-Residential_PV-309,2038,2200094,22001,.
Shanghai-Residential_PV-309,2043,2149909,21499,.
Shanghai-Residential_PV-309,2048,2106182,21062,.
Shanghai-Wind-1068,2023,1129443,11249,.
Shanghai-Wind-1068,2028,1104447,11000,.
Shanghai-Wind-1068,2033,1079254,10750,.
Shanghai-Wind-1068,2038,1054209,10500,.
Shanghai-Wind-1068,2043,1028649,10245,.
Shanghai-Wind-1068,2048,1006838,10028,.
Shanghai-Wind-1069,2023,1129443,11249,.
Shanghai-Wind-1069,2028,1104447,11000,.
Shanghai-Wind-1069,2033,1079254,10750,.
Shanghai-Wind-1069,2038,1054209,10500,.
Shanghai-Wind-1069,2043,1028649,10245,.
Shanghai-Wind-1069,2048,1006838,10028,.
Shanghai-Wind-1072,2023,1129443,11249,.
Shanghai-Wind-1072,2028,1104447,11000,.
Shanghai-Wind-1072,2033,1079254,10750,.
Shanghai-Wind-1072,2038,1054209,10500,.
Shanghai-Wind-1072,2043,1028649,10245,.
Shanghai-Wind-1072,2048,1006838,10028,.
Shanghai-Wind_EP-ep-40003,2016,1204800,12000,.
Shanghai-Wind_EP-ep-40020,2007,1204800,12000,.
Shanghai-Wind_EP-ep-40037,2008,1204800,12000,.
Shanghai-Wind_EP-ep-40070,2011,1204800,12000,.
Shanghai-Wind_EP-ep-40096,2012,1204800,12000,.
Shanghai-Wind_EP-ep-40124,2013,1204800,12000,.
Shanghai-Wind_EP-ep-40151,2014,1204800,12000,.
Shanghai-Wind_EP-ep-40179,2015,1204800,12000,.
Shanghai-Wind_EP-ep-40255,2010,1204800,12000,.
Shanxi-Battery_Storage-11185,2023,1485958,13421,0
Shanxi-Battery_Storage-11185,2028,1346607,12162,0
Shanxi-Battery_Storage-11185,2033,1328640,12000,0
Shanxi-Battery_Storage-11185,2038,1328640,12000,0
Shanxi-Battery_Storage-11185,2043,1328640,12000,0
Shanxi-Battery_Storage-11185,2048,1328640,12000,0
Shanxi-Central_PV-510,2023,1200000,12000,.
Shanxi-Central_PV-510,2028,1200000,12000,.
Shanxi-Central_PV-510,2033,1200000,12000,.
Shanxi-Central_PV-510,2038,1200000,12000,.
Shanxi-Central_PV-510,2043,1200000,12000,.
Shanxi-Central_PV-510,2048,1200000,12000,.
Shanxi-Central_PV-511,2023,1200000,12000,.
Shanxi-Central_PV-511,2028,1200000,12000,.
Shanxi-Central_PV-511,2033,1200000,12000,.
Shanxi-Central_PV-511,2038,1200000,12000,.
Shanxi-Central_PV-511,2043,1200000,12000,.
Shanxi-Central_PV-511,2048,1200000,12000,.
Shanxi-Central_PV-512,2023,1200000,12000,.
Shanxi-Central_PV-512,2028,1200000,12000,.
Shanxi-Central_PV-512,2033,1200000,12000,.
Shanxi-Central_PV-512,2038,1200000,12000,.
Shanxi-Central_PV-512,2043,1200000,12000,.
Shanxi-Central_PV-512,2048,1200000,12000,.
Shanxi-Central_PV-513,2023,1200000,12000,.
Shanxi-Central_PV-513,2028,1200000,12000,.
Shanxi-Central_PV-513,2033,1200000,12000,.
Shanxi-Central_PV-513,2038,1200000,12000,.
Shanxi-Central_PV-513,2043,1200000,12000,.
Shanxi-Central_PV-513,2048,1200000,12000,.
Shanxi-Central_PV-514,2023,1200000,12000,.
Shanxi-Central_PV-514,2028,1200000,12000,.
Shanxi-Central_PV-514,2033,1200000,12000,.
Shanxi-Central_PV-514,2038,1200000,12000,.
Shanxi-Central_PV-514,2043,1200000,12000,.
Shanxi-Central_PV-514,2048,1200000,12000,.
Shanxi-Central_PV_EP-ep-50006,2011,1439448,28789,.
Shanxi-Central_PV_EP-ep-50045,2013,1439448,28789,.
Shanxi-Central_PV_EP-ep-50075,2014,1439448,28789,.
Shanxi-Central_PV_EP-ep-50104,2015,1439448,28789,.
Shanxi-Central_PV_EP-ep-50135,2016,1439448,28789,.
Shanxi-Central_PV_EP-ep-50165,2017,1439448,28789,.
Shanxi-Coal_1000_DRY-11369,2023,586689,5383,.
Shanxi-Coal_1000_DRY-11369,2028,586689,5383,.
Shanxi-Coal_1000_DRY-11369,2033,586689,5383,.
Shanxi-Coal_1000_DRY-11369,2038,586689,5383,.
Shanxi-Coal_1000_DRY-11369,2043,586689,5383,.
Shanxi-Coal_1000_DRY-11369,2048,586689,5383,.
Shanxi-Coal_1000_DRY-11385,2023,586689,5383,.
Shanxi-Coal_1000_DRY-11385,2028,586689,5383,.
Shanxi-Coal_1000_DRY-11385,2033,586689,5383,.
