GENERATION_PROJECT,build_year,gen_overnight_cost,gen_fixed_om,gen_storage_energy_overnight_cost
Anhui-Battery_Storage-11177,2023,1485958,13421,0
Anhui-Battery_Storage-11177,2028,1346607,12162,0
Anhui-Battery_Storage-11177,2033,1328640,12000,0
Anhui-Battery_Storage-11177,2038,1328640,12000,0
Anhui-Battery_Storage-11177,2043,1328640,12000,0
Anhui-Battery_Storage-11177,2048,1328640,12000,0
Anhui-Central_PV-401,2023,1200000,12000,.
Anhui-Central_PV-401,2028,1200000,12000,.
Anhui-Central_PV-401,2033,1200000,12000,.
Anhui-Central_PV-401,2038,1200000,12000,.
Anhui-Central_PV-401,2043,1200000,12000,.
Anhui-Central_PV-401,2048,1200000,12000,.
Anhui-Central_PV-402,2023,1200000,12000,.
Anhui-Central_PV-402,2028,1200000,12000,.
Anhui-Central_PV-402,2033,1200000,12000,.
Anhui-Central_PV-402,2038,1200000,12000,.
Anhui-Central_PV-402,2043,1200000,12000,.
Anhui-Central_PV-402,2048,1200000,12000,.
Anhui-Central_PV-403,2023,1200000,12000,.
Anhui-Central_PV-403,2028,1200000,12000,.
Anhui-Central_PV-403,2033,1200000,12000,.
Anhui-Central_PV-403,2038,1200000,12000,.
Anhui-Central_PV-403,2043,1200000,12000,.
Anhui-Central_PV-403,2048,1200000,12000,.
Anhui-Central_PV-404,2023,1200000,12000,.
Anhui-Central_PV-404,2028,1200000,12000,.
Anhui-Central_PV-404,2033,1200000,12000,.
Anhui-Central_PV-404,2038,1200000,12000,.
Anhui-Central_PV-404,2043,1200000,12000,.
Anhui-Central_PV-404,2048,1200000,12000,.
Anhui-Central_PV_EP-ep-50012,2012,1439448,28789,.
Anhui-Central_PV_EP-ep-50026,2013,1439448,28789,.
Anhui-Central_PV_EP-ep-50053,2014,1439448,28789,.
Anhui-Central_PV_EP-ep-50083,2015,1439448,28789,.
Anhui-Central_PV_EP-ep-50112,2016,1439448,28789,.
Anhui-Central_PV_EP-ep-50143,2017,1439448,28789,.
Anhui-Central_PV_EP-ep-50173,2011,1439448,28789,.
Anhui-Coal_1000_OT-12107,2023,549787,5044,.
Anhui-Coal_1000_OT-12107,2028,549787,5044,.
Anhui-Coal_1000_OT-12107,2033,549787,5044,.
Anhui-Coal_1000_OT-12107,2038,549787,5044,.
Anhui-Coal_1000_OT-12107,2043,549787,5044,.
Anhui-Coal_1000_OT-12107,2048,549787,5044,.
Anhui-Coal_1000_RC-12115,2023,578592,5309,.
Anhui-Coal_1000_RC-12115,2028,578592,5309,.
Anhui-Coal_1000_RC-12115,2033,578592,5309,.
Anhui-Coal_1000_RC-12115,2038,578592,5309,.
Anhui-Coal_1000_RC-12115,2043,578592,5309,.
Anhui-Coal_1000_RC-12115,2048,578592,5309,.
Anhui-Coal_1000_RC-12125,2023,578592,5309,.
Anhui-Coal_1000_RC-12125,2028,578592,5309,.
Anhui-Coal_1000_RC-12125,2033,578592,5309,.
Anhui-Coal_1000_RC-12125,2038,578592,5309,.
Anhui-Coal_1000_RC-12125,2043,578592,5309,.
Anhui-Coal_1000_RC-12125,2048,578592,5309,.
Anhui-Coal_100_RC-ep-1231,2005,805257,15486,.
Anhui-Coal_100_RC-ep-1233,2009,805257,15486,.
Anhui-Coal_100_RC-ep-1234,2009,805257,15486,.
Anhui-Coal_100_RC-ep-1235,2008,805257,15486,.
Anhui-Coal_100_RC-ep-1236,2007,805257,15486,.
Anhui-Coal_100_RC-ep-1237,2006,805257,15486,.
Anhui-Coal_100_RC-ep-1238,2005,805257,15486,.
Anhui-Coal_100_RC-ep-1239,1990,805257,15486,.
Anhui-Coal_100_RC-ep-1241,1990,805257,15486,.
Anhui-Coal_300_OT-12111,2023,591611,5689,.
Anhui-Coal_300_OT-12111,2028,591611,5689,.
Anhui-Coal_300_OT-12111,2033,591611,5689,.
Anhui-Coal_300_OT-12111,2038,591611,5689,.
Anhui-Coal_300_OT-12111,2043,591611,5689,.
Anhui-Coal_300_OT-12111,2048,591611,5689,.
Anhui-Coal_300_RC-12119,2023,630091,6059,.
Anhui-Coal_300_RC-12119,2028,630091,6059,.
Anhui-Coal_300_RC-12119,2033,630091,6059,.
Anhui-Coal_300_RC-12119,2038,630091,6059,.
Anhui-Coal_300_RC-12119,2043,630091,6059,.
Anhui-Coal_300_RC-12119,2048,630091,6059,.
Anhui-Coal_300_RC-12129,2023,630091,6059,.
Anhui-Coal_300_RC-12129,2028,630091,6059,.
Anhui-Coal_300_RC-12129,2033,630091,6059,.
Anhui-Coal_300_RC-12129,2038,630091,6059,.
Anhui-Coal_300_RC-12129,2043,630091,6059,.
Anhui-Coal_300_RC-12129,2048,630091,6059,.
Anhui-Coal_600_OT-12109,2023,572364,5251,.
Anhui-Coal_600_OT-12109,2028,572364,5251,.
Anhui-Coal_600_OT-12109,2033,572364,5251,.
Anhui-Coal_600_OT-12109,2038,572364,5251,.
Anhui-Coal_600_OT-12109,2043,572364,5251,.
Anhui-Coal_600_OT-12109,2048,572364,5251,.
Anhui-Coal_600_RC-12117,2023,582951,5349,.
Anhui-Coal_600_RC-12117,2028,582951,5349,.
Anhui-Coal_600_RC-12117,2033,582951,5349,.
Anhui-Coal_600_RC-12117,2038,582951,5349,.
Anhui-Coal_600_RC-12117,2043,582951,5349,.
Anhui-Coal_600_RC-12117,2048,582951,5349,.
Anhui-Coal_600_RC-12127,2023,582951,5349,.
Anhui-Coal_600_RC-12127,2028,582951,5349,.
Anhui-Coal_600_RC-12127,2033,582951,5349,.
Anhui-Coal_600_RC-12127,2038,582951,5349,.
Anhui-Coal_600_RC-12127,2043,582951,5349,.
Anhui-Coal_600_RC-12127,2048,582951,5349,.
Anhui-Coal_IGCC_RC-12121,2023,1634880,15000,.
Anhui-Coal_IGCC_RC-12121,2028,1634880,15000,.
Anhui-Coal_IGCC_RC-12121,2033,1634880,15000,.
Anhui-Coal_IGCC_RC-12121,2038,1634880,15000,.
Anhui-Coal_IGCC_RC-12121,2043,1634880,15000,.
Anhui-Coal_IGCC_RC-12121,2048,1634880,15000,.
Anhui-Coal_IGCC_RC-12131,2023,1634880,15000,.
Anhui-Coal_IGCC_RC-12131,2028,1634880,15000,.
Anhui-Coal_IGCC_RC-12131,2033,1634880,15000,.
Anhui-Coal_IGCC_RC-12131,2038,1634880,15000,.
Anhui-Coal_IGCC_RC-12131,2043,1634880,15000,.
Anhui-Coal_IGCC_RC-12131,2048,1634880,15000,.
Anhui-Coal_Small_RC-ep-1157,1990,774286,15486,.
Anhui-Coal_Small_RC-ep-1199,1990,774286,15486,.
Anhui-Coal_Small_RC-ep-1232,1990,774286,15486,.
Anhui-Coal_Small_RC-ep-1242,1990,774286,15486,.
Anhui-Commercial_PV-2,2023,1500000,15000,.
Anhui-Commercial_PV-2,2028,1500000,15000,.
Anhui-Commercial_PV-2,2033,1500000,15000,.
Anhui-Commercial_PV-2,2038,1500000,15000,.
Anhui-Commercial_PV-2,2043,1500000,15000,.
Anhui-Commercial_PV-2,2048,1500000,15000,.
Anhui-Commercial_PV-3,2023,1500000,15000,.
Anhui-Commercial_PV-3,2028,1500000,15000,.
Anhui-Commercial_PV-3,2033,1500000,15000,.
Anhui-Commercial_PV-3,2038,1500000,15000,.
Anhui-Commercial_PV-3,2043,1500000,15000,.
Anhui-Commercial_PV-3,2048,1500000,15000,.
Anhui-Commercial_PV-4,2023,1500000,15000,.
Anhui-Commercial_PV-4,2028,1500000,15000,.
Anhui-Commercial_PV-4,2033,1500000,15000,.
Anhui-Commercial_PV-4,2038,1500000,15000,.
Anhui-Commercial_PV-4,2043,1500000,15000,.
Anhui-Commercial_PV-4,2048,1500000,15000,.
Anhui-EP_Coal_1000_OT-ep-3093,2018,582329,10686,.
Anhui-EP_Coal_1000_RC-ep-1152,2011,582329,10686,.
Anhui-EP_Coal_1000_RC-ep-1153,2015,582329,10686,.
Anhui-EP_Coal_1000_RC-ep-1154,2015,582329,10686,.
Anhui-EP_Coal_1000_RC-ep-1155,2015,582329,10686,.
Anhui-EP_Coal_1000_RC-ep-1156,2015,582329,10686,.
Anhui-EP_Coal_1000_RC-ep-3094,2017,582329,10686,.
Anhui-EP_Coal_1000_RC-ep-3095,2017,582329,10686,.
Anhui-EP_Coal_1000_RC-ep-3096,2017,582329,10686,.
Anhui-EP_Coal_300_OT-ep-1206,2006,628457,12086,.
Anhui-EP_Coal_300_OT-ep-1207,2006,628457,12086,.
Anhui-EP_Coal_300_OT-ep-1208,1996,628457,12086,.
Anhui-EP_Coal_300_OT-ep-1209,1996,628457,12086,.
Anhui-EP_Coal_300_OT-ep-1218,2005,628457,12086,.
Anhui-EP_Coal_300_OT-ep-1219,2005,628457,12086,.
Anhui-EP_Coal_300_OT-ep-1220,2005,628457,12086,.
Anhui-EP_Coal_300_OT-ep-1221,2005,628457,12086,.
Anhui-EP_Coal_300_RC-ep-1200,2012,628457,12086,.
Anhui-EP_Coal_300_RC-ep-1201,2012,628457,12086,.
Anhui-EP_Coal_300_RC-ep-1202,2001,628457,12086,.
Anhui-EP_Coal_300_RC-ep-1203,2000,628457,12086,.
Anhui-EP_Coal_300_RC-ep-1204,2012,628457,12086,.
Anhui-EP_Coal_300_RC-ep-1205,2011,628457,12086,.
Anhui-EP_Coal_300_RC-ep-1210,1986,628457,12086,.
Anhui-EP_Coal_300_RC-ep-1211,1986,628457,12086,.
Anhui-EP_Coal_300_RC-ep-1212,2000,628457,12086,.
Anhui-EP_Coal_300_RC-ep-1213,2000,628457,12086,.
Anhui-EP_Coal_300_RC-ep-1214,2009,628457,12086,.
Anhui-EP_Coal_300_RC-ep-1215,2009,628457,12086,.
Anhui-EP_Coal_300_RC-ep-1216,1990,628457,12086,.
Anhui-EP_Coal_300_RC-ep-1217,1990,628457,12086,.
Anhui-EP_Coal_300_RC-ep-1222,2005,628457,12086,.
Anhui-EP_Coal_300_RC-ep-1223,1996,628457,12086,.
Anhui-EP_Coal_300_RC-ep-1224,2012,628457,12086,.
Anhui-EP_Coal_300_RC-ep-1225,2012,628457,12086,.
Anhui-EP_Coal_300_RC-ep-1226,1999,628457,12086,.
Anhui-EP_Coal_300_RC-ep-1227,1999,628457,12086,.
Anhui-EP_Coal_300_RC-ep-1228,2013,628457,12086,.
Anhui-EP_Coal_300_RC-ep-1229,2013,628457,12086,.
Anhui-EP_Coal_600_OT-ep-1168,2008,512262,9400,.
Anhui-EP_Coal_600_OT-ep-1169,2008,512262,9400,.
Anhui-EP_Coal_600_OT-ep-1170,2008,512262,9400,.
Anhui-EP_Coal_600_OT-ep-1171,2008,512262,9400,.
Anhui-EP_Coal_600_OT-ep-1172,2012,512262,9400,.
Anhui-EP_Coal_600_OT-ep-1173,2012,512262,9400,.
Anhui-EP_Coal_600_OT-ep-1174,2011,512262,9400,.
Anhui-EP_Coal_600_OT-ep-1175,2010,512262,9400,.
Anhui-EP_Coal_600_OT-ep-1194,2008,512262,9400,.
Anhui-EP_Coal_600_OT-ep-1195,2008,512262,9400,.
Anhui-EP_Coal_600_RC-ep-1158,2015,572986,10514,.
Anhui-EP_Coal_600_RC-ep-1159,2013,572986,10514,.
Anhui-EP_Coal_600_RC-ep-1160,2013,572986,10514,.
Anhui-EP_Coal_600_RC-ep-1161,2014,572986,10514,.
Anhui-EP_Coal_600_RC-ep-1162,2013,572986,10514,.
Anhui-EP_Coal_600_RC-ep-1163,2014,572986,10514,.
Anhui-EP_Coal_600_RC-ep-1164,2013,572986,10514,.
Anhui-EP_Coal_600_RC-ep-1165,2014,572986,10514,.
Anhui-EP_Coal_600_RC-ep-1166,2014,572986,10514,.
Anhui-EP_Coal_600_RC-ep-1167,2015,572986,10514,.
Anhui-EP_Coal_600_RC-ep-1176,2006,572986,10514,.
Anhui-EP_Coal_600_RC-ep-1177,2006,572986,10514,.
Anhui-EP_Coal_600_RC-ep-1178,2007,572986,10514,.
Anhui-EP_Coal_600_RC-ep-1179,2007,572986,10514,.
Anhui-EP_Coal_600_RC-ep-1180,2007,572986,10514,.
Anhui-EP_Coal_600_RC-ep-1181,2007,572986,10514,.
Anhui-EP_Coal_600_RC-ep-1182,2007,572986,10514,.
Anhui-EP_Coal_600_RC-ep-1183,2007,572986,10514,.
Anhui-EP_Coal_600_RC-ep-1184,2007,572986,10514,.
Anhui-EP_Coal_600_RC-ep-1185,2007,572986,10514,.
Anhui-EP_Coal_600_RC-ep-1186,2009,572986,10514,.
Anhui-EP_Coal_600_RC-ep-1187,2008,572986,10514,.
Anhui-EP_Coal_600_RC-ep-1188,2007,572986,10514,.
Anhui-EP_Coal_600_RC-ep-1189,2007,572986,10514,.
Anhui-EP_Coal_600_RC-ep-1190,2008,572986,10514,.
Anhui-EP_Coal_600_RC-ep-1191,2008,572986,10514,.
Anhui-EP_Coal_600_RC-ep-1192,1990,572986,10514,.
Anhui-EP_Coal_600_RC-ep-1193,1990,572986,10514,.
Anhui-EP_Coal_600_RC-ep-1196,2008,572986,10514,.
Anhui-EP_Coal_600_RC-ep-1197,2008,572986,10514,.
Anhui-EP_Coal_600_RC-ep-1198,2008,572986,10514,.
Anhui-EP_Coal_600_RC-ep-3097,2017,572986,10514,.
Anhui-EP_Coal_600_RC-ep-3098,2017,572986,10514,.
Anhui-EP_Coal_600_RC-ep-3099,2018,572986,10514,.
Anhui-EP_Coal_600_RC-ep-3100,2018,572986,10514,.
Anhui-Gas_CCGT_OT-12113,2023,665600,6400,.
Anhui-Gas_CCGT_OT-12113,2028,665600,6400,.
Anhui-Gas_CCGT_OT-12113,2033,665600,6400,.
Anhui-Gas_CCGT_OT-12113,2038,665600,6400,.
Anhui-Gas_CCGT_OT-12113,2043,665600,6400,.
Anhui-Gas_CCGT_OT-12113,2048,665600,6400,.
Anhui-Gas_CCGT_RC-12123,2023,665600,6400,.
Anhui-Gas_CCGT_RC-12123,2028,665600,6400,.
Anhui-Gas_CCGT_RC-12123,2033,665600,6400,.
Anhui-Gas_CCGT_RC-12123,2038,665600,6400,.
Anhui-Gas_CCGT_RC-12123,2043,665600,6400,.
Anhui-Gas_CCGT_RC-12123,2048,665600,6400,.
Anhui-Gas_CCGT_RC-12133,2023,665600,6400,.
Anhui-Gas_CCGT_RC-12133,2028,665600,6400,.
Anhui-Gas_CCGT_RC-12133,2033,665600,6400,.
Anhui-Gas_CCGT_RC-12133,2038,665600,6400,.
Anhui-Gas_CCGT_RC-12133,2043,665600,6400,.
Anhui-Gas_CCGT_RC-12133,2048,665600,6400,.
Anhui-Gas_Combustion_Turbine_RC-13107,2023,484343,4657,.
Anhui-Gas_Combustion_Turbine_RC-13107,2028,484343,4657,.
Anhui-Gas_Combustion_Turbine_RC-13107,2033,484343,4657,.
Anhui-Gas_Combustion_Turbine_RC-13107,2038,484343,4657,.
Anhui-Gas_Combustion_Turbine_RC-13107,2043,484343,4657,.
Anhui-Gas_Combustion_Turbine_RC-13107,2048,484343,4657,.
Anhui-Hydro_NonPumped-ep-30001,1981,1342278,3300,.
Anhui-Hydro_NonPumped-ep-30032,1982,1342278,3300,.
Anhui-Hydro_NonPumped-ep-30063,1983,1342278,3300,.
Anhui-Hydro_NonPumped-ep-30094,1984,1342278,3300,.
Anhui-Hydro_NonPumped-ep-30125,1985,1342278,3300,.
Anhui-Hydro_NonPumped-ep-30156,1986,1342278,3300,.
Anhui-Hydro_NonPumped-ep-30187,1987,1342278,3300,.
Anhui-Hydro_NonPumped-ep-30218,1988,1342278,3300,.
Anhui-Hydro_NonPumped-ep-30249,1989,1342278,3300,.
Anhui-Hydro_NonPumped-ep-30280,1990,1342278,3300,.
Anhui-Hydro_NonPumped-ep-30311,1991,1342278,3300,.
Anhui-Hydro_NonPumped-ep-30342,1992,1342278,3300,.
Anhui-Hydro_NonPumped-ep-30373,1993,1342278,3300,.
Anhui-Hydro_NonPumped-ep-30404,1994,1342278,3300,.
Anhui-Hydro_NonPumped-ep-30435,1995,1342278,3300,.
Anhui-Hydro_NonPumped-ep-30466,1996,1342278,3300,.
Anhui-Hydro_NonPumped-ep-30497,1997,1342278,3300,.
Anhui-Hydro_NonPumped-ep-30528,1998,1342278,3300,.
Anhui-Hydro_NonPumped-ep-30605,2001,1342278,3300,.
Anhui-Hydro_NonPumped-ep-30628,2002,1342278,3300,.
Anhui-Hydro_NonPumped-ep-30651,2003,1342278,3300,.
Anhui-Hydro_NonPumped-ep-30674,2004,1342278,3300,.
Anhui-Hydro_NonPumped-ep-30722,2005,1342278,3300,.
Anhui-Hydro_NonPumped-ep-30745,2006,1342278,3300,.
Anhui-Hydro_NonPumped-ep-30768,2007,1342278,3300,.
Anhui-Hydro_NonPumped-ep-30792,2008,1342278,3300,.
Anhui-Hydro_NonPumped-ep-30812,2009,1342278,3300,.
Anhui-Hydro_NonPumped-ep-30837,2010,1342278,3300,.
Anhui-Hydro_NonPumped-ep-30866,2012,1342278,3300,.
Anhui-Hydro_NonPumped-ep-30903,2015,1342278,3300,.
Anhui-Hydro_NonPumped-ep-30915,2016,1342278,3300,.
Anhui-Hydro_NonPumped-ep-30934,2013,1342278,3300,.
Anhui-Hydro_NonPumped-ep-30947,2017,1342278,3300,.
Anhui-Hydro_NonPumped-ep-30975,2014,1342278,3300,.
Anhui-Hydro_NonPumped-ep-30994,2011,1342278,3300,.
Anhui-Hydro_Pumped-ep-35020,2000,1098228,2700,0
Anhui-Hydro_Pumped-ep-35027,2007,1098228,2700,0
Anhui-Hydro_Pumped-ep-35039,2020,1098228,2700,0
Anhui-Hydro_Pumped-ep-35040,2020,1098228,2700,0
Anhui-Nuclear_SMR-13106,2023,4034304,36000,.
Anhui-Nuclear_SMR-13106,2028,4034304,36000,.
Anhui-Nuclear_SMR-13106,2033,4034304,36000,.
Anhui-Nuclear_SMR-13106,2038,4034304,36000,.
Anhui-Nuclear_SMR-13106,2043,4034304,36000,.
Anhui-Nuclear_SMR-13106,2048,4034304,36000,.
Anhui-Residential_PV-201,2023,2398125,23981,.
Anhui-Residential_PV-201,2028,2305552,23055,.
Anhui-Residential_PV-201,2033,2249887,22499,.
Anhui-Residential_PV-201,2038,2200094,22001,.
Anhui-Residential_PV-201,2043,2149909,21499,.
Anhui-Residential_PV-201,2048,2106182,21062,.
Anhui-Residential_PV-202,2023,2398125,23981,.
Anhui-Residential_PV-202,2028,2305552,23055,.
Anhui-Residential_PV-202,2033,2249887,22499,.
Anhui-Residential_PV-202,2038,2200094,22001,.
Anhui-Residential_PV-202,2043,2149909,21499,.
Anhui-Residential_PV-202,2048,2106182,21062,.
Anhui-Residential_PV-203,2023,2398125,23981,.
Anhui-Residential_PV-203,2028,2305552,23055,.
Anhui-Residential_PV-203,2033,2249887,22499,.
Anhui-Residential_PV-203,2038,2200094,22001,.
Anhui-Residential_PV-203,2043,2149909,21499,.
Anhui-Residential_PV-203,2048,2106182,21062,.
Anhui-Residential_PV-204,2023,2398125,23981,.
Anhui-Residential_PV-204,2028,2305552,23055,.
Anhui-Residential_PV-204,2033,2249887,22499,.
Anhui-Residential_PV-204,2038,2200094,22001,.
Anhui-Residential_PV-204,2043,2149909,21499,.
Anhui-Residential_PV-204,2048,2106182,21062,.
Anhui-Wind-1081,2023,1129443,11249,.
Anhui-Wind-1081,2028,1104447,11000,.
Anhui-Wind-1081,2033,1079254,10750,.
Anhui-Wind-1081,2038,1054209,10500,.
Anhui-Wind-1081,2043,1028649,10245,.
Anhui-Wind-1081,2048,1006838,10028,.
Anhui-Wind-1082,2023,1129443,11249,.
Anhui-Wind-1082,2028,1104447,11000,.
Anhui-Wind-1082,2033,1079254,10750,.
Anhui-Wind-1082,2038,1054209,10500,.
Anhui-Wind-1082,2043,1028649,10245,.
Anhui-Wind-1082,2048,1006838,10028,.
Anhui-Wind-1083,2023,1129443,11249,.
Anhui-Wind-1083,2028,1104447,11000,.
Anhui-Wind-1083,2033,1079254,10750,.
Anhui-Wind-1083,2038,1054209,10500,.
Anhui-Wind-1083,2043,1028649,10245,.
Anhui-Wind-1083,2048,1006838,10028,.
Anhui-Wind-1155,2023,1129443,11249,.
Anhui-Wind-1155,2028,1104447,11000,.
Anhui-Wind-1155,2033,1079254,10750,.
Anhui-Wind-1155,2038,1054209,10500,.
Anhui-Wind-1155,2043,1028649,10245,.
Anhui-Wind-1155,2048,1006838,10028,.
Anhui-Wind-1158,2023,1129443,11249,.
Anhui-Wind-1158,2028,1104447,11000,.
Anhui-Wind-1158,2033,1079254,10750,.
Anhui-Wind-1158,2038,1054209,10500,.
Anhui-Wind-1158,2043,1028649,10245,.
Anhui-Wind-1158,2048,1006838,10028,.
Anhui-Wind_EP-ep-40078,2012,1204800,12000,.
Anhui-Wind_EP-ep-40103,2013,1204800,12000,.
Anhui-Wind_EP-ep-40131,2014,1204800,12000,.
Anhui-Wind_EP-ep-40160,2015,1204800,12000,.
Anhui-Wind_EP-ep-40186,2016,1204800,12000,.
Anhui-Wind_EP-ep-40214,2017,1204800,12000,.
Anhui-Wind_EP-ep-40256,2011,1204800,12000,.
Beijing-Battery_Storage-11182,2023,1485958,13421,0
Beijing-Battery_Storage-11182,2028,1346607,12162,0
Beijing-Battery_Storage-11182,2033,1328640,12000,0
Beijing-Battery_Storage-11182,2038,1328640,12000,0
Beijing-Battery_Storage-11182,2043,1328640,12000,0
Beijing-Battery_Storage-11182,2048,1328640,12000,0
Beijing-Central_PV-405,2023,1200000,12000,.
Beijing-Central_PV-405,2028,1200000,12000,.
Beijing-Central_PV-405,2033,1200000,12000,.
Beijing-Central_PV-405,2038,1200000,12000,.
Beijing-Central_PV-405,2043,1200000,12000,.
Beijing-Central_PV-405,2048,1200000,12000,.
Beijing-Central_PV-552,2023,1200000,12000,.
Beijing-Central_PV-552,2028,1200000,12000,.
Beijing-Central_PV-552,2033,1200000,12000,.
Beijing-Central_PV-552,2038,1200000,12000,.
Beijing-Central_PV-552,2043,1200000,12000,.
Beijing-Central_PV-552,2048,1200000,12000,.
Beijing-Central_PV-553,2023,1200000,12000,.
Beijing-Central_PV-553,2028,1200000,12000,.
Beijing-Central_PV-553,2033,1200000,12000,.
Beijing-Central_PV-553,2038,1200000,12000,.
Beijing-Central_PV-553,2043,1200000,12000,.
Beijing-Central_PV-553,2048,1200000,12000,.
Beijing-Central_PV_EP-ep-50054,2014,1439448,28789,.
Beijing-Central_PV_EP-ep-50084,2015,1439448,28789,.
Beijing-Central_PV_EP-ep-50113,2016,1439448,28789,.
Beijing-Central_PV_EP-ep-50144,2017,1439448,28789,.
Beijing-Coal_100_OT-ep-19,1999,805257,15486,.
Beijing-Coal_100_OT-ep-20,1999,805257,15486,.
Beijing-Coal_100_RC-ep-11,1995,805257,15486,.
Beijing-Coal_100_RC-ep-12,1991,805257,15486,.
Beijing-Coal_100_RC-ep-13,1989,805257,15486,.
Beijing-Coal_100_RC-ep-14,1988,805257,15486,.
Beijing-Coal_100_RC-ep-15,1999,805257,15486,.
Beijing-Coal_100_RC-ep-16,1998,805257,15486,.
Beijing-Coal_100_RC-ep-21,1998,805257,15486,.
Beijing-Coal_100_RC-ep-22,1998,805257,15486,.
Beijing-Commercial_PV-152,2023,1500000,15000,.
Beijing-Commercial_PV-152,2028,1500000,15000,.
Beijing-Commercial_PV-152,2033,1500000,15000,.
Beijing-Commercial_PV-152,2038,1500000,15000,.
Beijing-Commercial_PV-152,2043,1500000,15000,.
Beijing-Commercial_PV-152,2048,1500000,15000,.
Beijing-Commercial_PV-153,2023,1500000,15000,.
Beijing-Commercial_PV-153,2028,1500000,15000,.
Beijing-Commercial_PV-153,2033,1500000,15000,.
Beijing-Commercial_PV-153,2038,1500000,15000,.
Beijing-Commercial_PV-153,2043,1500000,15000,.
Beijing-Commercial_PV-153,2048,1500000,15000,.
Beijing-Commercial_PV-5,2023,1500000,15000,.
Beijing-Commercial_PV-5,2028,1500000,15000,.
Beijing-Commercial_PV-5,2033,1500000,15000,.
Beijing-Commercial_PV-5,2038,1500000,15000,.
Beijing-Commercial_PV-5,2043,1500000,15000,.
Beijing-Commercial_PV-5,2048,1500000,15000,.
Beijing-EP_Gas_CCGT_RC-ep-1,2014,665600,12800,.
Beijing-EP_Gas_CCGT_RC-ep-10,2014,665600,12800,.
Beijing-EP_Gas_CCGT_RC-ep-17,2008,665600,12800,.
Beijing-EP_Gas_CCGT_RC-ep-18,2008,665600,12800,.
Beijing-EP_Gas_CCGT_RC-ep-2,2014,665600,12800,.
Beijing-EP_Gas_CCGT_RC-ep-23,2009,665600,12800,.
Beijing-EP_Gas_CCGT_RC-ep-24,2005,665600,12800,.
Beijing-EP_Gas_CCGT_RC-ep-25,2005,665600,12800,.
Beijing-EP_Gas_CCGT_RC-ep-3,2015,665600,12800,.
Beijing-EP_Gas_CCGT_RC-ep-3001,2017,665600,12800,.
Beijing-EP_Gas_CCGT_RC-ep-4,2012,665600,12800,.
Beijing-EP_Gas_CCGT_RC-ep-5,2014,665600,12800,.
Beijing-EP_Gas_CCGT_RC-ep-6,2013,665600,12800,.
Beijing-EP_Gas_CCGT_RC-ep-7,2006,665600,12800,.
Beijing-EP_Gas_CCGT_RC-ep-8,2008,665600,12800,.
Beijing-EP_Gas_CCGT_RC-ep-9,2008,665600,12800,.
Beijing-Gas_CCGT_RC-11235,2023,665600,6400,.
Beijing-Gas_CCGT_RC-11235,2028,665600,6400,.
Beijing-Gas_CCGT_RC-11235,2033,665600,6400,.
Beijing-Gas_CCGT_RC-11235,2038,665600,6400,.
Beijing-Gas_CCGT_RC-11235,2043,665600,6400,.
Beijing-Gas_CCGT_RC-11235,2048,665600,6400,.
Beijing-Gas_Combustion_Turbine_RC-13192,2023,484343,4657,.
Beijing-Gas_Combustion_Turbine_RC-13192,2028,484343,4657,.
Beijing-Gas_Combustion_Turbine_RC-13192,2033,484343,4657,.
Beijing-Gas_Combustion_Turbine_RC-13192,2038,484343,4657,.
Beijing-Gas_Combustion_Turbine_RC-13192,2043,484343,4657,.
Beijing-Gas_Combustion_Turbine_RC-13192,2048,484343,4657,.
Beijing-Hydro_NonPumped-ep-30002,1981,1342278,3300,.
Beijing-Hydro_NonPumped-ep-30033,1982,1342278,3300,.
Beijing-Hydro_NonPumped-ep-30064,1983,1342278,3300,.
Beijing-Hydro_NonPumped-ep-30095,1984,1342278,3300,.
Beijing-Hydro_NonPumped-ep-30126,1985,1342278,3300,.
Beijing-Hydro_NonPumped-ep-30157,1986,1342278,3300,.
Beijing-Hydro_NonPumped-ep-30188,1987,1342278,3300,.
Beijing-Hydro_NonPumped-ep-30219,1988,1342278,3300,.
Beijing-Hydro_NonPumped-ep-30250,1989,1342278,3300,.
Beijing-Hydro_NonPumped-ep-30281,1990,1342278,3300,.
Beijing-Hydro_NonPumped-ep-30312,1991,1342278,3300,.
Beijing-Hydro_NonPumped-ep-30343,1992,1342278,3300,.
Beijing-Hydro_NonPumped-ep-30374,1993,1342278,3300,.
Beijing-Hydro_NonPumped-ep-30405,1994,1342278,3300,.
Beijing-Hydro_NonPumped-ep-30436,1995,1342278,3300,.
Beijing-Hydro_NonPumped-ep-30467,1996,1342278,3300,.
Beijing-Hydro_NonPumped-ep-30498,1997,1342278,3300,.
Beijing-Hydro_NonPumped-ep-30529,1998,1342278,3300,.
Beijing-Hydro_NonPumped-ep-30996,2011,1342278,3300,.
Beijing-Hydro_Pumped-ep-35011,1975,1098228,2700,0
Beijing-Hydro_Pumped-ep-35015,1997,1098228,2700,0
Beijing-Residential_PV-205,2023,2398125,23981,.
Beijing-Residential_PV-205,2028,2305552,23055,.
Beijing-Residential_PV-205,2033,2249887,22499,.
Beijing-Residential_PV-205,2038,2200094,22001,.
Beijing-Residential_PV-205,2043,2149909,21499,.
Beijing-Residential_PV-205,2048,2106182,21062,.
Beijing-Residential_PV-352,2023,2398125,23981,.
Beijing-Residential_PV-352,2028,2305552,23055,.
