GENERATION_PROJECT,gen_loading_level,gen_heat_rate_at_loading_level
Guizhou-Coal_1000_RC-12727,0.4,8.471
Guizhou-Coal_1000_RC-12727,1.0,7.88
Guizhou-Coal_1000_RC-12737,0.4,8.471
Guizhou-Coal_1000_RC-12737,1.0,7.88
Guizhou-Coal_1000_RC-12747,0.4,8.471
Guizhou-Coal_1000_RC-12747,1.0,7.88
Guizhou-Coal_1000_RC-12757,0.4,8.471
Guizhou-Coal_1000_RC-12757,1.0,7.88
Guizhou-Coal_100_RC-ep-2200,0.4,9.7395
Guizhou-Coal_100_RC-ep-2200,1.0,9.06
Guizhou-Coal_100_RC-ep-2201,0.4,9.7395
Guizhou-Coal_100_RC-ep-2201,1.0,9.06
Guizhou-Coal_100_RC-ep-2202,0.4,9.7395
Guizhou-Coal_100_RC-ep-2202,1.0,9.06
Guizhou-Coal_100_RC-ep-2203,0.4,9.7395
Guizhou-Coal_100_RC-ep-2203,1.0,9.06
Guizhou-Coal_100_RC-ep-2204,0.4,9.7395
Guizhou-Coal_100_RC-ep-2204,1.0,9.06
Guizhou-Coal_100_RC-ep-2205,0.4,9.7395
Guizhou-Coal_100_RC-ep-2205,1.0,9.06
Guizhou-Coal_100_RC-ep-2206,0.4,9.7395
Guizhou-Coal_100_RC-ep-2206,1.0,9.06
Guizhou-Coal_100_RC-ep-2207,0.4,9.7395
Guizhou-Coal_100_RC-ep-2207,1.0,9.06
Guizhou-Coal_100_RC-ep-2208,0.4,9.7395
Guizhou-Coal_100_RC-ep-2208,1.0,9.06
Guizhou-Coal_300_RC-12731,0.4,9.589
Guizhou-Coal_300_RC-12731,1.0,8.92
Guizhou-Coal_300_RC-12741,0.4,9.589
Guizhou-Coal_300_RC-12741,1.0,8.92
Guizhou-Coal_300_RC-12751,0.4,9.589
Guizhou-Coal_300_RC-12751,1.0,8.92
Guizhou-Coal_300_RC-12761,0.4,9.589
Guizhou-Coal_300_RC-12761,1.0,8.92
Guizhou-Coal_600_RC-12729,0.4,9.08375
Guizhou-Coal_600_RC-12729,1.0,8.45
Guizhou-Coal_600_RC-12739,0.4,9.08375
Guizhou-Coal_600_RC-12739,1.0,8.45
Guizhou-Coal_600_RC-12749,0.4,9.08375
Guizhou-Coal_600_RC-12749,1.0,8.45
Guizhou-Coal_600_RC-12759,0.4,9.08375
Guizhou-Coal_600_RC-12759,1.0,8.45
Guizhou-Coal_IGCC_RC-12733,0.4,12.75715
Guizhou-Coal_IGCC_RC-12733,1.0,8.89
Guizhou-Coal_IGCC_RC-12743,0.4,12.75715
Guizhou-Coal_IGCC_RC-12743,1.0,8.89
Guizhou-Coal_IGCC_RC-12753,0.4,12.75715
Guizhou-Coal_IGCC_RC-12753,1.0,8.89
Guizhou-Coal_IGCC_RC-12763,0.4,12.75715
Guizhou-Coal_IGCC_RC-12763,1.0,8.89
Guizhou-Coal_Small_RC-ep-2145,0.4,10.406
Guizhou-Coal_Small_RC-ep-2145,1.0,9.68
Guizhou-EP_Coal_300_RC-ep-2168,0.4,9.16975
Guizhou-EP_Coal_300_RC-ep-2168,1.0,8.53
Guizhou-EP_Coal_300_RC-ep-2169,0.4,9.16975
Guizhou-EP_Coal_300_RC-ep-2169,1.0,8.53
Guizhou-EP_Coal_300_RC-ep-2170,0.4,9.16975
Guizhou-EP_Coal_300_RC-ep-2170,1.0,8.53
Guizhou-EP_Coal_300_RC-ep-2171,0.4,9.16975
Guizhou-EP_Coal_300_RC-ep-2171,1.0,8.53
Guizhou-EP_Coal_300_RC-ep-2172,0.4,9.16975
Guizhou-EP_Coal_300_RC-ep-2172,1.0,8.53
Guizhou-EP_Coal_300_RC-ep-2173,0.4,9.16975
Guizhou-EP_Coal_300_RC-ep-2173,1.0,8.53
Guizhou-EP_Coal_300_RC-ep-2174,0.4,9.16975
Guizhou-EP_Coal_300_RC-ep-2174,1.0,8.53
Guizhou-EP_Coal_300_RC-ep-2175,0.4,9.16975
Guizhou-EP_Coal_300_RC-ep-2175,1.0,8.53
Guizhou-EP_Coal_300_RC-ep-2176,0.4,9.16975
Guizhou-EP_Coal_300_RC-ep-2176,1.0,8.53
Guizhou-EP_Coal_300_RC-ep-2177,0.4,9.16975
Guizhou-EP_Coal_300_RC-ep-2177,1.0,8.53
Guizhou-EP_Coal_300_RC-ep-2178,0.4,9.16975
Guizhou-EP_Coal_300_RC-ep-2178,1.0,8.53
Guizhou-EP_Coal_300_RC-ep-2179,0.4,9.16975
Guizhou-EP_Coal_300_RC-ep-2179,1.0,8.53
Guizhou-EP_Coal_300_RC-ep-2180,0.4,9.16975
Guizhou-EP_Coal_300_RC-ep-2180,1.0,8.53
Guizhou-EP_Coal_300_RC-ep-2181,0.4,9.16975
Guizhou-EP_Coal_300_RC-ep-2181,1.0,8.53
Guizhou-EP_Coal_300_RC-ep-2182,0.4,9.16975
Guizhou-EP_Coal_300_RC-ep-2182,1.0,8.53
Guizhou-EP_Coal_300_RC-ep-2183,0.4,9.16975
Guizhou-EP_Coal_300_RC-ep-2183,1.0,8.53
Guizhou-EP_Coal_300_RC-ep-2184,0.4,9.16975
Guizhou-EP_Coal_300_RC-ep-2184,1.0,8.53
Guizhou-EP_Coal_300_RC-ep-2185,0.4,9.16975
Guizhou-EP_Coal_300_RC-ep-2185,1.0,8.53
Guizhou-EP_Coal_300_RC-ep-2186,0.4,9.16975
Guizhou-EP_Coal_300_RC-ep-2186,1.0,8.53
Guizhou-EP_Coal_300_RC-ep-2187,0.4,9.16975
Guizhou-EP_Coal_300_RC-ep-2187,1.0,8.53
Guizhou-EP_Coal_300_RC-ep-2188,0.4,9.16975
Guizhou-EP_Coal_300_RC-ep-2188,1.0,8.53
Guizhou-EP_Coal_300_RC-ep-2189,0.4,9.16975
Guizhou-EP_Coal_300_RC-ep-2189,1.0,8.53
Guizhou-EP_Coal_300_RC-ep-2190,0.4,9.16975
Guizhou-EP_Coal_300_RC-ep-2190,1.0,8.53
Guizhou-EP_Coal_300_RC-ep-2191,0.4,9.16975
Guizhou-EP_Coal_300_RC-ep-2191,1.0,8.53
Guizhou-EP_Coal_300_RC-ep-2192,0.4,9.16975
Guizhou-EP_Coal_300_RC-ep-2192,1.0,8.53
Guizhou-EP_Coal_300_RC-ep-2193,0.4,9.16975
Guizhou-EP_Coal_300_RC-ep-2193,1.0,8.53
Guizhou-EP_Coal_300_RC-ep-2194,0.4,9.16975
Guizhou-EP_Coal_300_RC-ep-2194,1.0,8.53
Guizhou-EP_Coal_300_RC-ep-2195,0.4,9.16975
Guizhou-EP_Coal_300_RC-ep-2195,1.0,8.53
Guizhou-EP_Coal_300_RC-ep-2196,0.4,9.16975
Guizhou-EP_Coal_300_RC-ep-2196,1.0,8.53
Guizhou-EP_Coal_300_RC-ep-2197,0.4,9.16975
Guizhou-EP_Coal_300_RC-ep-2197,1.0,8.53
Guizhou-EP_Coal_300_RC-ep-2198,0.4,9.16975
Guizhou-EP_Coal_300_RC-ep-2198,1.0,8.53
Guizhou-EP_Coal_300_RC-ep-2199,0.4,9.16975
Guizhou-EP_Coal_300_RC-ep-2199,1.0,8.53
Guizhou-EP_Coal_300_RC-ep-3179,0.4,9.16975
Guizhou-EP_Coal_300_RC-ep-3179,1.0,8.53
Guizhou-EP_Coal_300_RC-ep-3180,0.4,9.16975
Guizhou-EP_Coal_300_RC-ep-3180,1.0,8.53
Guizhou-EP_Coal_600_RC-ep-2146,0.4,8.52475
Guizhou-EP_Coal_600_RC-ep-2146,1.0,7.93
Guizhou-EP_Coal_600_RC-ep-2147,0.4,8.52475
Guizhou-EP_Coal_600_RC-ep-2147,1.0,7.93
Guizhou-EP_Coal_600_RC-ep-2148,0.4,8.52475
Guizhou-EP_Coal_600_RC-ep-2148,1.0,7.93
Guizhou-EP_Coal_600_RC-ep-2149,0.4,8.52475
Guizhou-EP_Coal_600_RC-ep-2149,1.0,7.93
Guizhou-EP_Coal_600_RC-ep-2150,0.4,8.52475
Guizhou-EP_Coal_600_RC-ep-2150,1.0,7.93
Guizhou-EP_Coal_600_RC-ep-2151,0.4,8.52475
Guizhou-EP_Coal_600_RC-ep-2151,1.0,7.93
Guizhou-EP_Coal_600_RC-ep-2152,0.4,8.52475
Guizhou-EP_Coal_600_RC-ep-2152,1.0,7.93
Guizhou-EP_Coal_600_RC-ep-2153,0.4,8.52475
Guizhou-EP_Coal_600_RC-ep-2153,1.0,7.93
Guizhou-EP_Coal_600_RC-ep-2154,0.4,8.52475
Guizhou-EP_Coal_600_RC-ep-2154,1.0,7.93
Guizhou-EP_Coal_600_RC-ep-2155,0.4,8.52475
Guizhou-EP_Coal_600_RC-ep-2155,1.0,7.93
Guizhou-EP_Coal_600_RC-ep-2156,0.4,8.52475
Guizhou-EP_Coal_600_RC-ep-2156,1.0,7.93
Guizhou-EP_Coal_600_RC-ep-2157,0.4,8.52475
Guizhou-EP_Coal_600_RC-ep-2157,1.0,7.93
Guizhou-EP_Coal_600_RC-ep-2158,0.4,8.52475
Guizhou-EP_Coal_600_RC-ep-2158,1.0,7.93
Guizhou-EP_Coal_600_RC-ep-2159,0.4,8.52475
Guizhou-EP_Coal_600_RC-ep-2159,1.0,7.93
Guizhou-EP_Coal_600_RC-ep-2160,0.4,8.52475
Guizhou-EP_Coal_600_RC-ep-2160,1.0,7.93
Guizhou-EP_Coal_600_RC-ep-2161,0.4,8.52475
Guizhou-EP_Coal_600_RC-ep-2161,1.0,7.93
Guizhou-EP_Coal_600_RC-ep-2162,0.4,8.52475
Guizhou-EP_Coal_600_RC-ep-2162,1.0,7.93
Guizhou-EP_Coal_600_RC-ep-2163,0.4,8.52475
Guizhou-EP_Coal_600_RC-ep-2163,1.0,7.93
Guizhou-EP_Coal_600_RC-ep-2164,0.4,8.52475
Guizhou-EP_Coal_600_RC-ep-2164,1.0,7.93
Guizhou-EP_Coal_600_RC-ep-2165,0.4,8.52475
Guizhou-EP_Coal_600_RC-ep-2165,1.0,7.93
Guizhou-EP_Coal_600_RC-ep-2166,0.4,8.52475
Guizhou-EP_Coal_600_RC-ep-2166,1.0,7.93
Guizhou-EP_Coal_600_RC-ep-2167,0.4,8.52475
Guizhou-EP_Coal_600_RC-ep-2167,1.0,7.93
Guizhou-EP_Coal_600_RC-ep-3181,0.4,8.52475
Guizhou-EP_Coal_600_RC-ep-3181,1.0,7.93
Guizhou-EP_Coal_600_RC-ep-3182,0.4,8.52475
Guizhou-EP_Coal_600_RC-ep-3182,1.0,7.93
Guizhou-EP_Coal_600_RC-ep-3183,0.4,8.52475
Guizhou-EP_Coal_600_RC-ep-3183,1.0,7.93
Guizhou-EP_Coal_600_RC-ep-3184,0.4,8.52475
Guizhou-EP_Coal_600_RC-ep-3184,1.0,7.93
Guizhou-EP_Coal_600_RC-ep-3185,0.4,8.52475
Guizhou-EP_Coal_600_RC-ep-3185,1.0,7.93
Guizhou-EP_Coal_600_RC-ep-3186,0.4,8.52475
Guizhou-EP_Coal_600_RC-ep-3186,1.0,7.93
Guizhou-EP_Coal_600_RC-ep-3187,0.4,8.52475
Guizhou-EP_Coal_600_RC-ep-3187,1.0,7.93
Guizhou-EP_Coal_600_RC-ep-3188,0.4,8.52475
Guizhou-EP_Coal_600_RC-ep-3188,1.0,7.93
Guizhou-EP_Coal_600_RC-ep-3189,0.4,8.52475
Guizhou-EP_Coal_600_RC-ep-3189,1.0,7.93
Guizhou-Gas_CCGT_RC-12735,0.45,9.64548
Guizhou-Gas_CCGT_RC-12735,1.0,7.02
Guizhou-Gas_CCGT_RC-12745,0.45,9.64548
Guizhou-Gas_CCGT_RC-12745,1.0,7.02
Guizhou-Gas_CCGT_RC-12755,0.45,9.64548
Guizhou-Gas_CCGT_RC-12755,1.0,7.02
Guizhou-Gas_CCGT_RC-12765,0.45,9.64548
Guizhou-Gas_CCGT_RC-12765,1.0,7.02
Guizhou-Gas_Combustion_Turbine_RC-13481,0.4,11.03368
Guizhou-Gas_Combustion_Turbine_RC-13481,1.0,9.76
Hainan-Coal_1000_RC-12641,0.4,8.471
Hainan-Coal_1000_RC-12641,1.0,7.88
Hainan-Coal_1000_SEA-12651,0.4,8.471
Hainan-Coal_1000_SEA-12651,1.0,7.88
Hainan-Coal_100_SEA-ep-2060,0.4,9.81475
Hainan-Coal_100_SEA-ep-2060,1.0,9.13
Hainan-Coal_100_SEA-ep-2061,0.4,9.81475
Hainan-Coal_100_SEA-ep-2061,1.0,9.13
Hainan-Coal_100_SEA-ep-2062,0.4,9.81475
Hainan-Coal_100_SEA-ep-2062,1.0,9.13
Hainan-Coal_100_SEA-ep-2063,0.4,9.81475
Hainan-Coal_100_SEA-ep-2063,1.0,9.13
Hainan-Coal_100_SEA-ep-2064,0.4,9.81475
Hainan-Coal_100_SEA-ep-2064,1.0,9.13
Hainan-Coal_300_RC-12645,0.4,9.589
Hainan-Coal_300_RC-12645,1.0,8.92
Hainan-Coal_300_SEA-12655,0.4,9.589
Hainan-Coal_300_SEA-12655,1.0,8.92
Hainan-Coal_600_RC-12643,0.4,9.08375
Hainan-Coal_600_RC-12643,1.0,8.45
Hainan-Coal_600_SEA-12653,0.4,9.08375
Hainan-Coal_600_SEA-12653,1.0,8.45
Hainan-Coal_IGCC_RC-12647,0.4,12.75715
Hainan-Coal_IGCC_RC-12647,1.0,8.89
Hainan-Coal_Small_SEA-ep-2058,0.4,10.3845
Hainan-Coal_Small_SEA-ep-2058,1.0,9.66
Hainan-EP_Coal_300_SEA-ep-2048,0.4,9.16975
Hainan-EP_Coal_300_SEA-ep-2048,1.0,8.53
Hainan-EP_Coal_300_SEA-ep-2049,0.4,9.16975
Hainan-EP_Coal_300_SEA-ep-2049,1.0,8.53
Hainan-EP_Coal_300_SEA-ep-2050,0.4,9.16975
Hainan-EP_Coal_300_SEA-ep-2050,1.0,8.53
Hainan-EP_Coal_300_SEA-ep-2051,0.4,9.16975
Hainan-EP_Coal_300_SEA-ep-2051,1.0,8.53
Hainan-EP_Coal_300_SEA-ep-2052,0.4,9.16975
Hainan-EP_Coal_300_SEA-ep-2052,1.0,8.53
Hainan-EP_Coal_300_SEA-ep-2053,0.4,9.16975
Hainan-EP_Coal_300_SEA-ep-2053,1.0,8.53
Hainan-EP_Coal_300_SEA-ep-2054,0.4,9.16975
Hainan-EP_Coal_300_SEA-ep-2054,1.0,8.53
Hainan-EP_Coal_300_SEA-ep-2055,0.4,9.16975
Hainan-EP_Coal_300_SEA-ep-2055,1.0,8.53
Hainan-EP_Gas_CCGT_RC-ep-2059,0.45,9.42564
Hainan-EP_Gas_CCGT_RC-ep-2059,1.0,6.86
Hainan-EP_Gas_CCGT_SEA-ep-2056,0.45,8.68368
Hainan-EP_Gas_CCGT_SEA-ep-2056,1.0,6.32
Hainan-EP_Gas_CCGT_SEA-ep-2057,0.45,8.68368
Hainan-EP_Gas_CCGT_SEA-ep-2057,1.0,6.32
Hainan-Gas_CCGT_RC-12649,0.45,9.64548
Hainan-Gas_CCGT_RC-12649,1.0,7.02
Hainan-Gas_CCGT_SEA-12657,0.45,8.88978
Hainan-Gas_CCGT_SEA-12657,1.0,6.47
Hainan-Gas_Combustion_Turbine_RC-13498,0.4,11.03368
Hainan-Gas_Combustion_Turbine_RC-13498,1.0,9.76
Hebei-Coal_1000_DRY-11293,0.4,8.9225
Hebei-Coal_1000_DRY-11293,1.0,8.3
Hebei-Coal_1000_DRY-11309,0.4,8.9225
Hebei-Coal_1000_DRY-11309,1.0,8.3
Hebei-Coal_1000_OT-11315,0.4,8.471
Hebei-Coal_1000_OT-11315,1.0,7.88
Hebei-Coal_1000_RC-11265,0.4,8.471
Hebei-Coal_1000_RC-11265,1.0,7.88
Hebei-Coal_1000_RC-11283,0.4,8.471
Hebei-Coal_1000_RC-11283,1.0,7.88
Hebei-Coal_1000_RC-11299,0.4,8.471
Hebei-Coal_1000_RC-11299,1.0,7.88
Hebei-Coal_1000_RC-11323,0.4,8.471
Hebei-Coal_1000_RC-11323,1.0,7.88
Hebei-Coal_1000_RC-11341,0.4,8.471
Hebei-Coal_1000_RC-11341,1.0,7.88
Hebei-Coal_1000_SEA-11275,0.4,8.471
Hebei-Coal_1000_SEA-11275,1.0,7.88
Hebei-Coal_1000_SEA-11333,0.4,8.471
Hebei-Coal_1000_SEA-11333,1.0,7.88
Hebei-Coal_1000_SEA-11351,0.4,8.471
Hebei-Coal_1000_SEA-11351,1.0,7.88
Hebei-Coal_100_OT-ep-153,0.4,9.81475
Hebei-Coal_100_OT-ep-153,1.0,9.13
Hebei-Coal_100_OT-ep-154,0.4,9.81475
Hebei-Coal_100_OT-ep-154,1.0,9.13
Hebei-Coal_100_OT-ep-162,0.4,9.81475
Hebei-Coal_100_OT-ep-162,1.0,9.13
Hebei-Coal_100_OT-ep-163,0.4,9.81475
Hebei-Coal_100_OT-ep-163,1.0,9.13
Hebei-Coal_100_OT-ep-164,0.4,9.81475
Hebei-Coal_100_OT-ep-164,1.0,9.13
Hebei-Coal_100_OT-ep-165,0.4,9.81475
Hebei-Coal_100_OT-ep-165,1.0,9.13
Hebei-Coal_100_RC-ep-156,0.4,9.7395
Hebei-Coal_100_RC-ep-156,1.0,9.06
Hebei-Coal_100_RC-ep-157,0.4,9.7395
Hebei-Coal_100_RC-ep-157,1.0,9.06
Hebei-Coal_100_RC-ep-158,0.4,9.7395
Hebei-Coal_100_RC-ep-158,1.0,9.06
Hebei-Coal_100_RC-ep-161,0.4,9.7395
Hebei-Coal_100_RC-ep-161,1.0,9.06
Hebei-Coal_100_RC-ep-166,0.4,9.7395
Hebei-Coal_100_RC-ep-166,1.0,9.06
Hebei-Coal_100_RC-ep-167,0.4,9.7395
Hebei-Coal_100_RC-ep-167,1.0,9.06
Hebei-Coal_100_RC-ep-168,0.4,9.7395
Hebei-Coal_100_RC-ep-168,1.0,9.06
Hebei-Coal_100_RC-ep-169,0.4,9.7395
Hebei-Coal_100_RC-ep-169,1.0,9.06
Hebei-Coal_100_RC-ep-170,0.4,9.7395
Hebei-Coal_100_RC-ep-170,1.0,9.06
Hebei-Coal_100_RC-ep-171,0.4,9.7395
Hebei-Coal_100_RC-ep-171,1.0,9.06
Hebei-Coal_100_RC-ep-172,0.4,9.7395
Hebei-Coal_100_RC-ep-172,1.0,9.06
Hebei-Coal_100_RC-ep-173,0.4,9.7395
Hebei-Coal_100_RC-ep-173,1.0,9.06
Hebei-Coal_100_RC-ep-174,0.4,9.7395
Hebei-Coal_100_RC-ep-174,1.0,9.06
Hebei-Coal_100_RC-ep-175,0.4,9.7395
Hebei-Coal_100_RC-ep-175,1.0,9.06
Hebei-Coal_100_RC-ep-176,0.4,9.7395
Hebei-Coal_100_RC-ep-176,1.0,9.06
Hebei-Coal_100_SEA-ep-159,0.4,9.81475
Hebei-Coal_100_SEA-ep-159,1.0,9.13
Hebei-Coal_100_SEA-ep-160,0.4,9.81475
Hebei-Coal_100_SEA-ep-160,1.0,9.13
Hebei-Coal_300_DRY-11297,0.4,10.07275
Hebei-Coal_300_DRY-11297,1.0,9.37
Hebei-Coal_300_DRY-11313,0.4,10.07275
Hebei-Coal_300_DRY-11313,1.0,9.37
Hebei-Coal_300_OT-11319,0.4,9.589
Hebei-Coal_300_OT-11319,1.0,8.92
Hebei-Coal_300_RC-11269,0.4,9.589
Hebei-Coal_300_RC-11269,1.0,8.92
Hebei-Coal_300_RC-11287,0.4,9.589
Hebei-Coal_300_RC-11287,1.0,8.92
Hebei-Coal_300_RC-11303,0.4,9.589
Hebei-Coal_300_RC-11303,1.0,8.92
Hebei-Coal_300_RC-11327,0.4,9.589
Hebei-Coal_300_RC-11327,1.0,8.92
Hebei-Coal_300_RC-11345,0.4,9.589
Hebei-Coal_300_RC-11345,1.0,8.92
Hebei-Coal_300_SEA-11279,0.4,9.589
Hebei-Coal_300_SEA-11279,1.0,8.92
Hebei-Coal_300_SEA-11337,0.4,9.589
Hebei-Coal_300_SEA-11337,1.0,8.92
Hebei-Coal_300_SEA-11355,0.4,9.589
Hebei-Coal_300_SEA-11355,1.0,8.92
Hebei-Coal_600_DRY-11295,0.4,9.6105
Hebei-Coal_600_DRY-11295,1.0,8.94
Hebei-Coal_600_DRY-11311,0.4,9.6105
Hebei-Coal_600_DRY-11311,1.0,8.94
Hebei-Coal_600_OT-11317,0.4,9.08375
Hebei-Coal_600_OT-11317,1.0,8.45
Hebei-Coal_600_RC-11267,0.4,9.08375
Hebei-Coal_600_RC-11267,1.0,8.45
Hebei-Coal_600_RC-11285,0.4,9.08375
Hebei-Coal_600_RC-11285,1.0,8.45
Hebei-Coal_600_RC-11301,0.4,9.08375
Hebei-Coal_600_RC-11301,1.0,8.45
Hebei-Coal_600_RC-11325,0.4,9.08375
Hebei-Coal_600_RC-11325,1.0,8.45
Hebei-Coal_600_RC-11343,0.4,9.08375
Hebei-Coal_600_RC-11343,1.0,8.45
Hebei-Coal_600_SEA-11277,0.4,9.08375
Hebei-Coal_600_SEA-11277,1.0,8.45
Hebei-Coal_600_SEA-11335,0.4,9.08375
Hebei-Coal_600_SEA-11335,1.0,8.45
Hebei-Coal_600_SEA-11353,0.4,9.08375
Hebei-Coal_600_SEA-11353,1.0,8.45
Hebei-Coal_IGCC_RC-11271,0.4,12.75715
Hebei-Coal_IGCC_RC-11271,1.0,8.89
Hebei-Coal_IGCC_RC-11289,0.4,12.75715
Hebei-Coal_IGCC_RC-11289,1.0,8.89
Hebei-Coal_IGCC_RC-11305,0.4,12.75715
Hebei-Coal_IGCC_RC-11305,1.0,8.89
Hebei-Coal_IGCC_RC-11329,0.4,12.75715
Hebei-Coal_IGCC_RC-11329,1.0,8.89
Hebei-Coal_IGCC_RC-11347,0.4,12.75715
Hebei-Coal_IGCC_RC-11347,1.0,8.89
Hebei-Coal_Small_RC-ep-177,0.4,10.406
Hebei-Coal_Small_RC-ep-177,1.0,9.68
Hebei-Coal_Small_RC-ep-178,0.4,10.406
Hebei-Coal_Small_RC-ep-178,1.0,9.68
Hebei-Coal_Small_RC-ep-62,0.4,10.406
Hebei-Coal_Small_RC-ep-62,1.0,9.68
Hebei-Coal_Small_RC-ep-69,0.4,10.406
Hebei-Coal_Small_RC-ep-69,1.0,9.68
Hebei-EP_Coal_1000_SEA-ep-3004,0.4,8.2345
Hebei-EP_Coal_1000_SEA-ep-3004,1.0,7.66
Hebei-EP_Coal_1000_SEA-ep-3005,0.4,8.2345
Hebei-EP_Coal_1000_SEA-ep-3005,1.0,7.66
Hebei-EP_Coal_300_DRY-ep-103,0.4,9.46
Hebei-EP_Coal_300_DRY-ep-103,1.0,8.8
Hebei-EP_Coal_300_DRY-ep-104,0.4,9.46
Hebei-EP_Coal_300_DRY-ep-104,1.0,8.8
Hebei-EP_Coal_300_DRY-ep-117,0.4,9.46
Hebei-EP_Coal_300_DRY-ep-117,1.0,8.8
Hebei-EP_Coal_300_DRY-ep-118,0.4,9.46
Hebei-EP_Coal_300_DRY-ep-118,1.0,8.8
Hebei-EP_Coal_300_DRY-ep-133,0.4,9.46
Hebei-EP_Coal_300_DRY-ep-133,1.0,8.8
Hebei-EP_Coal_300_DRY-ep-134,0.4,9.46
Hebei-EP_Coal_300_DRY-ep-134,1.0,8.8
Hebei-EP_Coal_300_DRY-ep-3006,0.4,9.46
Hebei-EP_Coal_300_DRY-ep-3006,1.0,8.8
Hebei-EP_Coal_300_DRY-ep-3007,0.4,9.46
Hebei-EP_Coal_300_DRY-ep-3007,1.0,8.8
Hebei-EP_Coal_300_DRY-ep-97,0.4,9.46
Hebei-EP_Coal_300_DRY-ep-97,1.0,8.8
Hebei-EP_Coal_300_DRY-ep-98,0.4,9.46
Hebei-EP_Coal_300_DRY-ep-98,1.0,8.8
Hebei-EP_Coal_300_RC-ep-100,0.4,9.16975
Hebei-EP_Coal_300_RC-ep-100,1.0,8.53
Hebei-EP_Coal_300_RC-ep-101,0.4,9.16975
Hebei-EP_Coal_300_RC-ep-101,1.0,8.53
Hebei-EP_Coal_300_RC-ep-102,0.4,9.16975
Hebei-EP_Coal_300_RC-ep-102,1.0,8.53
Hebei-EP_Coal_300_RC-ep-113,0.4,9.16975
Hebei-EP_Coal_300_RC-ep-113,1.0,8.53
Hebei-EP_Coal_300_RC-ep-114,0.4,9.16975
Hebei-EP_Coal_300_RC-ep-114,1.0,8.53
Hebei-EP_Coal_300_RC-ep-115,0.4,9.16975
Hebei-EP_Coal_300_RC-ep-115,1.0,8.53
Hebei-EP_Coal_300_RC-ep-116,0.4,9.16975
Hebei-EP_Coal_300_RC-ep-116,1.0,8.53
Hebei-EP_Coal_300_RC-ep-119,0.4,9.16975
Hebei-EP_Coal_300_RC-ep-119,1.0,8.53
Hebei-EP_Coal_300_RC-ep-120,0.4,9.16975
Hebei-EP_Coal_300_RC-ep-120,1.0,8.53
Hebei-EP_Coal_300_RC-ep-121,0.4,9.16975
Hebei-EP_Coal_300_RC-ep-121,1.0,8.53
Hebei-EP_Coal_300_RC-ep-122,0.4,9.16975
Hebei-EP_Coal_300_RC-ep-122,1.0,8.53
Hebei-EP_Coal_300_RC-ep-123,0.4,9.16975
Hebei-EP_Coal_300_RC-ep-123,1.0,8.53
Hebei-EP_Coal_300_RC-ep-124,0.4,9.16975
Hebei-EP_Coal_300_RC-ep-124,1.0,8.53
Hebei-EP_Coal_300_RC-ep-125,0.4,9.16975
Hebei-EP_Coal_300_RC-ep-125,1.0,8.53
Hebei-EP_Coal_300_RC-ep-126,0.4,9.16975
Hebei-EP_Coal_300_RC-ep-126,1.0,8.53
Hebei-EP_Coal_300_RC-ep-127,0.4,9.16975
Hebei-EP_Coal_300_RC-ep-127,1.0,8.53
Hebei-EP_Coal_300_RC-ep-128,0.4,9.16975
Hebei-EP_Coal_300_RC-ep-128,1.0,8.53
Hebei-EP_Coal_300_RC-ep-129,0.4,9.16975
Hebei-EP_Coal_300_RC-ep-129,1.0,8.53
Hebei-EP_Coal_300_RC-ep-130,0.4,9.16975
Hebei-EP_Coal_300_RC-ep-130,1.0,8.53
Hebei-EP_Coal_300_RC-ep-131,0.4,9.16975
Hebei-EP_Coal_300_RC-ep-131,1.0,8.53
Hebei-EP_Coal_300_RC-ep-132,0.4,9.16975
Hebei-EP_Coal_300_RC-ep-132,1.0,8.53
Hebei-EP_Coal_300_RC-ep-135,0.4,9.16975
Hebei-EP_Coal_300_RC-ep-135,1.0,8.53
Hebei-EP_Coal_300_RC-ep-136,0.4,9.16975
Hebei-EP_Coal_300_RC-ep-136,1.0,8.53
Hebei-EP_Coal_300_RC-ep-137,0.4,9.16975
Hebei-EP_Coal_300_RC-ep-137,1.0,8.53
Hebei-EP_Coal_300_RC-ep-138,0.4,9.16975
Hebei-EP_Coal_300_RC-ep-138,1.0,8.53
Hebei-EP_Coal_300_RC-ep-139,0.4,9.16975
Hebei-EP_Coal_300_RC-ep-139,1.0,8.53
Hebei-EP_Coal_300_RC-ep-140,0.4,9.16975
Hebei-EP_Coal_300_RC-ep-140,1.0,8.53
Hebei-EP_Coal_300_RC-ep-141,0.4,9.16975
Hebei-EP_Coal_300_RC-ep-141,1.0,8.53
Hebei-EP_Coal_300_RC-ep-142,0.4,9.16975
Hebei-EP_Coal_300_RC-ep-142,1.0,8.53
Hebei-EP_Coal_300_RC-ep-143,0.4,9.16975
Hebei-EP_Coal_300_RC-ep-143,1.0,8.53
Hebei-EP_Coal_300_RC-ep-144,0.4,9.16975
Hebei-EP_Coal_300_RC-ep-144,1.0,8.53
Hebei-EP_Coal_300_RC-ep-145,0.4,9.16975
Hebei-EP_Coal_300_RC-ep-145,1.0,8.53
Hebei-EP_Coal_300_RC-ep-146,0.4,9.16975
Hebei-EP_Coal_300_RC-ep-146,1.0,8.53
Hebei-EP_Coal_300_RC-ep-147,0.4,9.16975
Hebei-EP_Coal_300_RC-ep-147,1.0,8.53
