gen_cost_scenario_id,technology_id,technology,year,overnight_cost,fixed_o_m,variable_o_m
28,20,Wind,2029,1105253,11053,0.00
28,20,Wind,2030,1100000,11000,0.00
28,20,Wind,2031,1094940,10949,0.00
28,20,Wind,2032,1089903,10899,0.00
28,20,Wind,2033,1084890,10849,0.00
28,20,Wind,2034,1079899,10799,0.00
28,20,Wind,2035,1074932,10749,0.00
28,20,Wind,2036,1069987,10700,0.00
28,20,Wind,2037,1065065,10651,0.00
28,20,Wind,2038,1060166,10602,0.00
28,20,Wind,2039,1055289,10553,0.00
28,20,Wind,2040,1050000,10500,0.00
28,20,Wind,2041,1044855,10449,0.00
28,20,Wind,2042,1039735,10397,0.00
28,20,Wind,2043,1034641,10346,0.00
28,20,Wind,2044,1029571,10296,0.00
28,20,Wind,2045,1024526,10245,0.00
28,20,Wind,2046,1019506,10195,0.00
28,20,Wind,2047,1014510,10145,0.00
28,20,Wind,2048,1009539,10095,0.00
28,20,Wind,2049,1004592,10046,0.00
28,20,Wind,2050,1000000,10000,0.00
28,20,Wind,2051,1000000,10000,0.00
28,20,Wind,2052,1000000,10000,0.00
28,20,Wind,2053,1000000,10000,0.00
28,20,Wind,2054,1000000,10000,0.00
28,20,Wind,2055,1000000,10000,0.00
28,20,Wind,2056,1000000,10000,0.00
28,20,Wind,2057,1000000,10000,0.00
28,20,Wind,2058,1000000,10000,0.00
28,20,Wind,2059,1000000,10000,0.00
28,20,Wind,2060,1000000,10000,0.00
28,21,Offshore_Wind,2010,3000000,30000,0.00
28,21,Offshore_Wind,2011,2908500,29085,0.00
28,21,Offshore_Wind,2012,2819791,28198,0.00
28,21,Offshore_Wind,2013,2733787,27338,0.00
28,21,Offshore_Wind,2014,2650407,26504,0.00
28,21,Offshore_Wind,2015,2569569,25696,0.00
28,21,Offshore_Wind,2016,2491197,24912,0.00
28,21,Offshore_Wind,2017,2415216,24152,0.00
28,21,Offshore_Wind,2018,2341552,23416,0.00
28,21,Offshore_Wind,2019,2270134,22701,0.00
28,21,Offshore_Wind,2020,2200000,22000,0.00
28,21,Offshore_Wind,2021,2194940,21949,0.00
28,21,Offshore_Wind,2022,2189892,21899,0.00
28,21,Offshore_Wind,2023,2184855,21849,0.00
28,21,Offshore_Wind,2024,2179830,21798,0.00
28,21,Offshore_Wind,2025,2174816,21748,0.00
28,21,Offshore_Wind,2026,2169814,21698,0.00
28,21,Offshore_Wind,2027,2164823,21648,0.00
28,21,Offshore_Wind,2028,2159844,21598,0.00
28,21,Offshore_Wind,2029,2154877,21549,0.00
28,21,Offshore_Wind,2030,2150000,21500,0.00
28,21,Offshore_Wind,2031,2144840,21448,0.00
28,21,Offshore_Wind,2032,2139692,21397,0.00
28,21,Offshore_Wind,2033,2134557,21346,0.00
28,21,Offshore_Wind,2034,2129434,21294,0.00
28,21,Offshore_Wind,2035,2124324,21243,0.00
28,21,Offshore_Wind,2036,2119225,21192,0.00
28,21,Offshore_Wind,2037,2114139,21141,0.00
28,21,Offshore_Wind,2038,2109065,21091,0.00
28,21,Offshore_Wind,2039,2104003,21040,0.00
28,21,Offshore_Wind,2040,2100000,21000,0.00
28,21,Offshore_Wind,2041,2089710,20897,0.00
28,21,Offshore_Wind,2042,2079470,20795,0.00
28,21,Offshore_Wind,2043,2069281,20693,0.00
28,21,Offshore_Wind,2044,2059142,20591,0.00
28,21,Offshore_Wind,2045,2049052,20491,0.00
28,21,Offshore_Wind,2046,2039011,20390,0.00
28,21,Offshore_Wind,2047,2029020,20290,0.00
28,21,Offshore_Wind,2048,2019078,20191,0.00
28,21,Offshore_Wind,2049,2009185,20092,0.00
28,21,Offshore_Wind,2050,2000000,20000,0.00
28,21,Offshore_Wind,2051,2000000,20000,0.00
28,21,Offshore_Wind,2052,2000000,20000,0.00
28,21,Offshore_Wind,2053,2000000,20000,0.00
28,21,Offshore_Wind,2054,2000000,20000,0.00
28,21,Offshore_Wind,2055,2000000,20000,0.00
28,21,Offshore_Wind,2056,2000000,20000,0.00
28,21,Offshore_Wind,2057,2000000,20000,0.00
28,21,Offshore_Wind,2058,2000000,20000,0.00
28,21,Offshore_Wind,2059,2000000,20000,0.00
28,21,Offshore_Wind,2060,2000000,20000,0.00
28,65,Wind_EP,2028,1200000,12000,0.00
28,65,Wind_EP,2029,1200000,12000,0.00
28,65,Wind_EP,2030,1200000,12000,0.00
28,65,Wind_EP,2031,1200000,12000,0.00
28,65,Wind_EP,2032,1200000,12000,0.00
28,65,Wind_EP,2033,1200000,12000,0.00
28,65,Wind_EP,2034,1200000,12000,0.00
28,65,Wind_EP,2035,1200000,12000,0.00
28,65,Wind_EP,2036,1200000,12000,0.00
28,602,Coal_IGCC_RC_CCS,2053,1710000,17100,5.00
28,804,Gas_CCGT_OT_CCS,2053,729600,7296,2.00
28,805,Gas_CCGT_RC_CCS,2053,729600,7296,2.00
28,806,Gas_CCGT_SEA_CCS,2053,729600,7296,2.00
28,602,Coal_IGCC_RC_CCS,2054,1710000,17100,5.00
28,804,Gas_CCGT_OT_CCS,2054,729600,7296,2.00
28,805,Gas_CCGT_RC_CCS,2054,729600,7296,2.00
28,806,Gas_CCGT_SEA_CCS,2054,729600,7296,2.00
28,602,Coal_IGCC_RC_CCS,2055,1710000,17100,5.00
28,804,Gas_CCGT_OT_CCS,2055,729600,7296,2.00
28,805,Gas_CCGT_RC_CCS,2055,729600,7296,2.00
28,806,Gas_CCGT_SEA_CCS,2055,729600,7296,2.00
28,602,Coal_IGCC_RC_CCS,2056,1710000,17100,5.00
28,804,Gas_CCGT_OT_CCS,2056,729600,7296,2.00
28,805,Gas_CCGT_RC_CCS,2056,729600,7296,2.00
28,806,Gas_CCGT_SEA_CCS,2056,729600,7296,2.00
28,602,Coal_IGCC_RC_CCS,2057,1710000,17100,5.00
28,804,Gas_CCGT_OT_CCS,2057,729600,7296,2.00
28,805,Gas_CCGT_RC_CCS,2057,729600,7296,2.00
28,806,Gas_CCGT_SEA_CCS,2057,729600,7296,2.00
28,602,Coal_IGCC_RC_CCS,2058,1710000,17100,5.00
28,804,Gas_CCGT_OT_CCS,2058,729600,7296,2.00
28,805,Gas_CCGT_RC_CCS,2058,729600,7296,2.00
28,806,Gas_CCGT_SEA_CCS,2058,729600,7296,2.00
28,602,Coal_IGCC_RC_CCS,2059,1710000,17100,5.00
28,804,Gas_CCGT_OT_CCS,2059,729600,7296,2.00
28,805,Gas_CCGT_RC_CCS,2059,729600,7296,2.00
28,806,Gas_CCGT_SEA_CCS,2059,729600,7296,2.00
28,602,Coal_IGCC_RC_CCS,2060,1710000,17100,5.00
28,804,Gas_CCGT_OT_CCS,2060,729600,7296,2.00
28,805,Gas_CCGT_RC_CCS,2060,729600,7296,2.00
28,806,Gas_CCGT_SEA_CCS,2060,729600,7296,2.00
28,602,Coal_IGCC_RC_CCS,2047,1710000,17100,5.00
28,308,Coal_300_SEA_CCS,2012,743272,7433,3.00
28,207,Coal_600_DRY_CCS,2012,706372,7064,3.00
28,206,Coal_600_RC_CCS,2012,646628,6466,3.00
28,208,Coal_600_SEA_CCS,2012,578100,5781,3.00
28,107,Coal_1000_DRY_CCS,2013,722186,7222,3.00
28,105,Coal_1000_OT_CCS,2013,657172,6572,3.00
28,108,Coal_1000_SEA_CCS,2013,657172,6572,3.00
28,307,Coal_300_DRY_CCS,2013,776658,7767,3.00
28,305,Coal_300_OT_CCS,2013,743272,7433,3.00
28,306,Coal_300_RC_CCS,2013,743272,7433,3.00
28,308,Coal_300_SEA_CCS,2013,743272,7433,3.00
28,207,Coal_600_DRY_CCS,2013,706372,7064,3.00
28,206,Coal_600_RC_CCS,2013,646628,6466,3.00
28,208,Coal_600_SEA_CCS,2013,578100,5781,3.00
28,107,Coal_1000_DRY_CCS,2014,722186,7222,3.00
28,105,Coal_1000_OT_CCS,2014,657172,6572,3.00
28,108,Coal_1000_SEA_CCS,2014,657172,6572,3.00
28,307,Coal_300_DRY_CCS,2014,776658,7767,3.00
28,305,Coal_300_OT_CCS,2014,743272,7433,3.00
28,306,Coal_300_RC_CCS,2014,743272,7433,3.00
28,308,Coal_300_SEA_CCS,2014,743272,7433,3.00
28,207,Coal_600_DRY_CCS,2014,706372,7064,3.00
28,206,Coal_600_RC_CCS,2014,646628,6466,3.00
28,208,Coal_600_SEA_CCS,2014,578100,5781,3.00
28,105,Coal_1000_OT_CCS,2015,657172,6572,3.00
28,108,Coal_1000_SEA_CCS,2015,657172,6572,3.00
28,307,Coal_300_DRY_CCS,2015,776658,7767,3.00
28,305,Coal_300_OT_CCS,2015,743272,7433,3.00
28,306,Coal_300_RC_CCS,2015,743272,7433,3.00
28,308,Coal_300_SEA_CCS,2015,743272,7433,3.00
28,207,Coal_600_DRY_CCS,2015,706372,7064,3.00
28,206,Coal_600_RC_CCS,2015,646628,6466,3.00
28,208,Coal_600_SEA_CCS,2015,578100,5781,3.00
28,107,Coal_1000_DRY_CCS,2016,722186,7222,3.00
28,105,Coal_1000_OT_CCS,2016,657172,6572,3.00
28,108,Coal_1000_SEA_CCS,2016,657172,6572,3.00
28,307,Coal_300_DRY_CCS,2016,776658,7767,3.00
28,305,Coal_300_OT_CCS,2016,743272,7433,3.00
28,306,Coal_300_RC_CCS,2016,743272,7433,3.00
28,308,Coal_300_SEA_CCS,2016,743272,7433,3.00
28,207,Coal_600_DRY_CCS,2016,706372,7064,3.00
28,206,Coal_600_RC_CCS,2016,646628,6466,3.00
28,208,Coal_600_SEA_CCS,2016,578100,5781,3.00
28,107,Coal_1000_DRY_CCS,2017,722186,7222,3.00
28,105,Coal_1000_OT_CCS,2017,657172,6572,3.00
28,108,Coal_1000_SEA_CCS,2017,657172,6572,3.00
28,307,Coal_300_DRY_CCS,2017,776658,7767,3.00
28,305,Coal_300_OT_CCS,2017,743272,7433,3.00
28,306,Coal_300_RC_CCS,2017,743272,7433,3.00
28,308,Coal_300_SEA_CCS,2017,743272,7433,3.00
28,207,Coal_600_DRY_CCS,2017,706372,7064,3.00
28,205,Coal_600_OT_CCS,2017,578100,5781,3.00
28,206,Coal_600_RC_CCS,2017,646628,6466,3.00
28,208,Coal_600_SEA_CCS,2017,578100,5781,3.00
28,107,Coal_1000_DRY_CCS,2018,722186,7222,3.00
28,105,Coal_1000_OT_CCS,2018,657172,6572,3.00
28,108,Coal_1000_SEA_CCS,2018,657172,6572,3.00
28,307,Coal_300_DRY_CCS,2018,776658,7767,3.00
28,305,Coal_300_OT_CCS,2018,743272,7433,3.00
28,306,Coal_300_RC_CCS,2018,743272,7433,3.00
28,308,Coal_300_SEA_CCS,2018,743272,7433,3.00
28,207,Coal_600_DRY_CCS,2018,706372,7064,3.00
28,205,Coal_600_OT_CCS,2018,578100,5781,3.00
28,206,Coal_600_RC_CCS,2018,646628,6466,3.00
28,208,Coal_600_SEA_CCS,2018,578100,5781,3.00
28,107,Coal_1000_DRY_CCS,2019,722186,7222,3.00
28,105,Coal_1000_OT_CCS,2019,657172,6572,3.00
28,108,Coal_1000_SEA_CCS,2019,657172,6572,3.00
28,307,Coal_300_DRY_CCS,2019,776658,7767,3.00
28,305,Coal_300_OT_CCS,2019,743272,7433,3.00
28,306,Coal_300_RC_CCS,2019,743272,7433,3.00
28,308,Coal_300_SEA_CCS,2019,743272,7433,3.00
28,207,Coal_600_DRY_CCS,2019,706372,7064,3.00
28,205,Coal_600_OT_CCS,2019,578100,5781,3.00
28,206,Coal_600_RC_CCS,2019,646628,6466,3.00
28,208,Coal_600_SEA_CCS,2019,578100,5781,3.00
28,1802,CSP_Trough_No_Storage_Dry,2019,4546866,45469,0.00
28,1801,CSP_Trough_No_Storage_RC,2019,4546866,45469,0.00
28,1802,CSP_Trough_No_Storage_Dry,2018,4595115,45951,0.00
28,1801,CSP_Trough_No_Storage_RC,2018,4595115,45951,0.00
28,1802,CSP_Trough_No_Storage_Dry,2017,4643876,46439,0.00
28,1801,CSP_Trough_No_Storage_RC,2017,4643876,46439,0.00
28,1802,CSP_Trough_No_Storage_Dry,2016,4693154,46932,0.00
28,1801,CSP_Trough_No_Storage_RC,2016,4693154,46932,0.00
28,1802,CSP_Trough_No_Storage_Dry,2015,4742955,47430,0.00
28,1801,CSP_Trough_No_Storage_RC,2015,4742955,47430,0.00
28,1802,CSP_Trough_No_Storage_Dry,2014,4793284,47933,0.00
28,1801,CSP_Trough_No_Storage_RC,2014,4793284,47933,0.00
28,1802,CSP_Trough_No_Storage_Dry,2013,4844148,48441,0.00
28,1801,CSP_Trough_No_Storage_RC,2013,4844148,48441,0.00
28,1802,CSP_Trough_No_Storage_Dry,2012,4895551,48956,0.00
28,1801,CSP_Trough_No_Storage_RC,2012,4895551,48956,0.00
28,1802,CSP_Trough_No_Storage_Dry,2011,4947500,49475,0.00
28,1801,CSP_Trough_No_Storage_RC,2011,4947500,49475,0.00
28,902,Nuclear_RC,2019,2179586,21796,3.00
28,901,Nuclear_SEA,2019,2179586,21796,3.00
28,902,Nuclear_RC,2018,2158861,21589,3.00
28,901,Nuclear_SEA,2018,2158861,21589,3.00
28,902,Nuclear_RC,2017,2138333,21383,3.00
28,901,Nuclear_SEA,2017,2138333,21383,3.00
28,902,Nuclear_RC,2016,2118000,21180,3.00
28,901,Nuclear_SEA,2016,2118000,21180,3.00
28,902,Nuclear_RC,2015,2097861,20979,3.00
28,901,Nuclear_SEA,2015,2097861,20979,3.00
28,902,Nuclear_RC,2014,2077913,20779,3.00
28,901,Nuclear_SEA,2014,2077913,20779,3.00
28,902,Nuclear_RC,2013,2058155,20582,3.00
28,901,Nuclear_SEA,2013,2058155,20582,3.00
28,902,Nuclear_RC,2012,2038584,20386,3.00
28,901,Nuclear_SEA,2012,2038584,20386,3.00
28,902,Nuclear_RC,2011,2019200,20192,3.00
28,307,Coal_300_DRY_CCS,2031,770507,7705,5.00
28,1802,CSP_Trough_No_Storage_Dry,2048,3540300,35403,0.00
28,1801,CSP_Trough_No_Storage_RC,2048,3540300,35403,0.00
28,1802,CSP_Trough_No_Storage_Dry,2047,3559879,35599,0.00
28,1801,CSP_Trough_No_Storage_RC,2047,3559879,35599,0.00
28,1802,CSP_Trough_No_Storage_Dry,2046,3579567,35796,0.00
28,1801,CSP_Trough_No_Storage_RC,2046,3579567,35796,0.00
28,1802,CSP_Trough_No_Storage_Dry,2045,3599363,35994,0.00
28,1801,CSP_Trough_No_Storage_RC,2045,3599363,35994,0.00
28,1802,CSP_Trough_No_Storage_Dry,2044,3619269,36193,0.00
28,1801,CSP_Trough_No_Storage_RC,2044,3619269,36193,0.00
28,1802,CSP_Trough_No_Storage_Dry,2043,3639285,36393,0.00
28,1801,CSP_Trough_No_Storage_RC,2043,3639285,36393,0.00
28,1802,CSP_Trough_No_Storage_Dry,2042,3659412,36594,0.00
28,1801,CSP_Trough_No_Storage_RC,2042,3659412,36594,0.00
28,1802,CSP_Trough_No_Storage_Dry,2041,3679650,36797,0.00
28,1801,CSP_Trough_No_Storage_RC,2041,3679650,36797,0.00
28,17,Central_PV,2050,1200000,12000,0.00
28,17,Central_PV,2051,1200000,12000,0.00
28,17,Central_PV,2052,1200000,12000,0.00
28,17,Central_PV,2053,1200000,12000,0.00
28,17,Central_PV,2054,1200000,12000,0.00
28,17,Central_PV,2055,1200000,12000,0.00
28,17,Central_PV,2056,1200000,12000,0.00
28,17,Central_PV,2057,1200000,12000,0.00
28,17,Central_PV,2058,1200000,12000,0.00
28,17,Central_PV,2059,1200000,12000,0.00
28,17,Central_PV,2060,1200000,12000,0.00
28,20,Wind,2010,1200000,12000,0.00
28,22,Hydro_NonPumped,2010,1100000,11000,0.00
28,22,Hydro_NonPumped,2011,1126840,11268,0.00
28,22,Hydro_NonPumped,2012,1154335,11543,0.00
28,22,Hydro_NonPumped,2013,1182501,11825,0.00
28,22,Hydro_NonPumped,2014,1211354,12114,0.00
28,22,Hydro_NonPumped,2015,1240911,12409,0.00
28,22,Hydro_NonPumped,2016,1271189,12712,0.00
28,22,Hydro_NonPumped,2017,1302206,13022,0.00
28,22,Hydro_NonPumped,2018,1333980,13340,0.00
28,22,Hydro_NonPumped,2019,1366529,13665,0.00
28,65,Wind_EP,2037,1200000,12000,0.00
28,65,Wind_EP,2038,1200000,12000,0.00
28,65,Wind_EP,2039,1200000,12000,0.00
28,65,Wind_EP,2040,1200000,12000,0.00
28,65,Wind_EP,2041,1200000,12000,0.00
28,65,Wind_EP,2042,1200000,12000,0.00
28,65,Wind_EP,2043,1200000,12000,0.00
28,65,Wind_EP,2044,1200000,12000,0.00
28,65,Wind_EP,2045,1200000,12000,0.00
28,65,Wind_EP,2046,1200000,12000,0.00
28,65,Wind_EP,2048,1200000,12000,0.00
28,65,Wind_EP,2049,1200000,12000,0.00
28,25,Battery_Storage,2049,1200000,12000,0.00
28,401,Coal_100_OT,2017,774286,7743,3.00
28,401,Coal_100_OT,2018,774286,7743,3.00
28,401,Coal_100_OT,2019,774286,7743,3.00
28,401,Coal_100_OT,2051,774286,7743,5.00
28,69,Bio_Liquid_Steam_Turbine_Cogen,2013,1569476,15695,3.00
28,69,Bio_Liquid_Steam_Turbine_Cogen,2014,1559432,15594,3.00
28,69,Bio_Liquid_Steam_Turbine_Cogen,2015,1549451,15495,3.00
28,69,Bio_Liquid_Steam_Turbine_Cogen,2016,1539535,15395,3.00
28,69,Bio_Liquid_Steam_Turbine_Cogen,2017,1529682,15297,3.00
28,69,Bio_Liquid_Steam_Turbine_Cogen,2018,1519892,15199,3.00
28,69,Bio_Liquid_Steam_Turbine_Cogen,2019,1510164,15102,3.00
28,70,Bio_Solid_Steam_Turbine_Cogen,2010,1600000,16000,3.00
28,70,Bio_Solid_Steam_Turbine_Cogen,2011,1589760,15898,3.00
28,70,Bio_Solid_Steam_Turbine_Cogen,2012,1579586,15796,3.00
28,70,Bio_Solid_Steam_Turbine_Cogen,2013,1569476,15695,3.00
28,70,Bio_Solid_Steam_Turbine_Cogen,2014,1559432,15594,3.00
28,70,Bio_Solid_Steam_Turbine_Cogen,2015,1549451,15495,3.00
28,70,Bio_Solid_Steam_Turbine_Cogen,2016,1539535,15395,3.00
28,70,Bio_Solid_Steam_Turbine_Cogen,2017,1529682,15297,3.00
28,70,Bio_Solid_Steam_Turbine_Cogen,2018,1519892,15199,3.00
28,107,Coal_1000_DRY_CCS,2020,662091,6621,5.00
28,105,Coal_1000_OT_CCS,2020,620447,6204,5.00
28,108,Coal_1000_SEA_CCS,2020,652950,6530,5.00
28,307,Coal_300_DRY_CCS,2020,770507,7705,5.00
28,305,Coal_300_OT_CCS,2020,699694,6997,5.00
28,306,Coal_300_RC_CCS,2020,745204,7452,5.00
28,308,Coal_300_SEA_CCS,2020,745200,7452,5.00
28,207,Coal_600_DRY_CCS,2020,667011,6670,5.00
28,205,Coal_600_OT_CCS,2020,645926,6459,5.00
28,206,Coal_600_RC_CCS,2020,657874,6579,5.00
28,208,Coal_600_SEA_CCS,2020,657870,6579,5.00
28,107,Coal_1000_DRY_CCS,2021,662091,6621,5.00
28,105,Coal_1000_OT_CCS,2021,620447,6204,5.00
28,108,Coal_1000_SEA_CCS,2021,652950,6530,5.00
28,307,Coal_300_DRY_CCS,2021,770507,7705,5.00
28,305,Coal_300_OT_CCS,2021,699694,6997,5.00
28,306,Coal_300_RC_CCS,2021,745204,7452,5.00
28,308,Coal_300_SEA_CCS,2021,745200,7452,5.00
28,207,Coal_600_DRY_CCS,2021,667011,6670,5.00
28,205,Coal_600_OT_CCS,2021,645926,6459,5.00
28,206,Coal_600_RC_CCS,2021,657874,6579,5.00
28,208,Coal_600_SEA_CCS,2021,657870,6579,5.00
28,107,Coal_1000_DRY_CCS,2022,662091,6621,5.00
28,105,Coal_1000_OT_CCS,2022,620447,6204,5.00
28,108,Coal_1000_SEA_CCS,2022,652950,6530,5.00
28,307,Coal_300_DRY_CCS,2022,770507,7705,5.00
28,305,Coal_300_OT_CCS,2022,699694,6997,5.00
28,306,Coal_300_RC_CCS,2022,745204,7452,5.00
28,308,Coal_300_SEA_CCS,2022,745200,7452,5.00
28,207,Coal_600_DRY_CCS,2022,667011,6670,5.00
28,205,Coal_600_OT_CCS,2022,645926,6459,5.00
28,206,Coal_600_RC_CCS,2022,657874,6579,5.00
28,208,Coal_600_SEA_CCS,2022,657870,6579,5.00
28,107,Coal_1000_DRY_CCS,2023,662091,6621,5.00
28,105,Coal_1000_OT_CCS,2023,620447,6204,5.00
28,108,Coal_1000_SEA_CCS,2023,652950,6530,5.00
28,307,Coal_300_DRY_CCS,2023,770507,7705,5.00
28,305,Coal_300_OT_CCS,2023,699694,6997,5.00
28,306,Coal_300_RC_CCS,2023,745204,7452,5.00
28,308,Coal_300_SEA_CCS,2023,745200,7452,5.00
28,207,Coal_600_DRY_CCS,2023,667011,6670,5.00
28,205,Coal_600_OT_CCS,2023,645926,6459,5.00
28,206,Coal_600_RC_CCS,2023,657874,6579,5.00
28,208,Coal_600_SEA_CCS,2023,657870,6579,5.00
28,107,Coal_1000_DRY_CCS,2024,662091,6621,5.00
28,105,Coal_1000_OT_CCS,2024,620447,6204,5.00
28,108,Coal_1000_SEA_CCS,2024,652950,6530,5.00
28,307,Coal_300_DRY_CCS,2024,770507,7705,5.00
28,305,Coal_300_OT_CCS,2024,699694,6997,5.00
28,306,Coal_300_RC_CCS,2024,745204,7452,5.00
28,308,Coal_300_SEA_CCS,2024,745200,7452,5.00
28,207,Coal_600_DRY_CCS,2024,667011,6670,5.00
28,205,Coal_600_OT_CCS,2024,645926,6459,5.00
28,206,Coal_600_RC_CCS,2024,657874,6579,5.00
28,208,Coal_600_SEA_CCS,2024,657870,6579,5.00
28,107,Coal_1000_DRY_CCS,2025,662091,6621,5.00
28,105,Coal_1000_OT_CCS,2025,620447,6204,5.00
28,108,Coal_1000_SEA_CCS,2025,652950,6530,5.00
28,307,Coal_300_DRY_CCS,2025,770507,7705,5.00
28,305,Coal_300_OT_CCS,2025,699694,6997,5.00
28,306,Coal_300_RC_CCS,2025,745204,7452,5.00
28,308,Coal_300_SEA_CCS,2025,745200,7452,5.00
28,207,Coal_600_DRY_CCS,2025,667011,6670,5.00
28,205,Coal_600_OT_CCS,2025,645926,6459,5.00
28,206,Coal_600_RC_CCS,2025,657874,6579,5.00
28,208,Coal_600_SEA_CCS,2025,657870,6579,5.00
28,107,Coal_1000_DRY_CCS,2026,662091,6621,5.00
28,105,Coal_1000_OT_CCS,2026,620447,6204,5.00
28,108,Coal_1000_SEA_CCS,2026,652950,6530,5.00
28,307,Coal_300_DRY_CCS,2026,770507,7705,5.00
28,305,Coal_300_OT_CCS,2026,699694,6997,5.00
28,306,Coal_300_RC_CCS,2026,745204,7452,5.00
28,308,Coal_300_SEA_CCS,2026,745200,7452,5.00
28,207,Coal_600_DRY_CCS,2026,667011,6670,5.00
28,205,Coal_600_OT_CCS,2026,645926,6459,5.00
28,206,Coal_600_RC_CCS,2026,657874,6579,5.00
28,208,Coal_600_SEA_CCS,2026,657870,6579,5.00
28,107,Coal_1000_DRY_CCS,2027,662091,6621,5.00
28,105,Coal_1000_OT_CCS,2027,620447,6204,5.00
28,108,Coal_1000_SEA_CCS,2027,652950,6530,5.00
28,307,Coal_300_DRY_CCS,2027,770507,7705,5.00
28,305,Coal_300_OT_CCS,2027,699694,6997,5.00
28,306,Coal_300_RC_CCS,2027,745204,7452,5.00
28,308,Coal_300_SEA_CCS,2027,745200,7452,5.00
28,207,Coal_600_DRY_CCS,2027,667011,6670,5.00
28,205,Coal_600_OT_CCS,2027,645926,6459,5.00
28,206,Coal_600_RC_CCS,2027,657874,6579,5.00
28,208,Coal_600_SEA_CCS,2027,657870,6579,5.00
28,107,Coal_1000_DRY_CCS,2028,662091,6621,5.00
28,105,Coal_1000_OT_CCS,2028,620447,6204,5.00
28,108,Coal_1000_SEA_CCS,2028,652950,6530,5.00
28,307,Coal_300_DRY_CCS,2028,770507,7705,5.00
28,305,Coal_300_OT_CCS,2028,699694,6997,5.00
28,306,Coal_300_RC_CCS,2028,745204,7452,5.00
28,308,Coal_300_SEA_CCS,2028,745200,7452,5.00
28,207,Coal_600_DRY_CCS,2028,667011,6670,5.00
28,205,Coal_600_OT_CCS,2028,645926,6459,5.00
28,206,Coal_600_RC_CCS,2028,657874,6579,5.00
28,208,Coal_600_SEA_CCS,2028,657870,6579,5.00
28,107,Coal_1000_DRY_CCS,2029,662091,6621,5.00
28,105,Coal_1000_OT_CCS,2029,620447,6204,5.00
28,108,Coal_1000_SEA_CCS,2029,652950,6530,5.00
28,307,Coal_300_DRY_CCS,2029,770507,7705,5.00
28,305,Coal_300_OT_CCS,2029,699694,6997,5.00
28,306,Coal_300_RC_CCS,2029,745204,7452,5.00
28,308,Coal_300_SEA_CCS,2029,745200,7452,5.00
28,207,Coal_600_DRY_CCS,2029,667011,6670,5.00
28,205,Coal_600_OT_CCS,2029,645926,6459,5.00
28,206,Coal_600_RC_CCS,2029,657874,6579,5.00
28,208,Coal_600_SEA_CCS,2029,657870,6579,5.00
28,107,Coal_1000_DRY_CCS,2030,662091,6621,5.00
28,105,Coal_1000_OT_CCS,2030,620447,6204,5.00
28,108,Coal_1000_SEA_CCS,2030,652950,6530,5.00
28,307,Coal_300_DRY_CCS,2030,770507,7705,5.00
28,802,Gas_CCGT_RC,2022,640000,6400,2.00
28,801,Gas_CCGT_OT,2022,640000,6400,2.00
28,803,Gas_CCGT_SEA,2021,640000,6400,2.00
28,802,Gas_CCGT_RC,2021,640000,6400,2.00
28,801,Gas_CCGT_OT,2021,640000,6400,2.00
28,802,Gas_CCGT_RC,2039,640000,6400,2.00
28,803,Gas_CCGT_SEA,2039,640000,6400,2.00
28,801,Gas_CCGT_OT,2039,640000,6400,2.00
28,802,Gas_CCGT_RC,2038,640000,6400,2.00
28,803,Gas_CCGT_SEA,2038,640000,6400,2.00
28,801,Gas_CCGT_OT,2038,640000,6400,2.00
28,802,Gas_CCGT_RC,2037,640000,6400,2.00
28,803,Gas_CCGT_SEA,2037,640000,6400,2.00
28,801,Gas_CCGT_OT,2037,640000,6400,2.00
28,803,Gas_CCGT_SEA,2035,640000,6400,2.00
28,802,Gas_CCGT_RC,2035,640000,6400,2.00
28,801,Gas_CCGT_OT,2035,640000,6400,2.00
28,803,Gas_CCGT_SEA,2034,640000,6400,2.00
28,802,Gas_CCGT_RC,2034,640000,6400,2.00
28,801,Gas_CCGT_OT,2034,640000,6400,2.00
28,803,Gas_CCGT_SEA,2033,640000,6400,2.00
28,802,Gas_CCGT_RC,2033,640000,6400,2.00
28,801,Gas_CCGT_OT,2033,640000,6400,2.00
28,803,Gas_CCGT_SEA,2032,640000,6400,2.00
28,802,Gas_CCGT_RC,2032,640000,6400,2.00
28,801,Gas_CCGT_OT,2032,640000,6400,2.00
28,803,Gas_CCGT_SEA,2031,640000,6400,2.00
28,802,Gas_CCGT_RC,2031,640000,6400,2.00
28,801,Gas_CCGT_OT,2031,640000,6400,2.00
28,802,Gas_CCGT_RC,2047,640000,6400,2.00
28,803,Gas_CCGT_SEA,2047,640000,6400,2.00
28,801,Gas_CCGT_OT,2047,640000,6400,2.00
28,802,Gas_CCGT_RC,2049,640000,6400,2.00
28,803,Gas_CCGT_SEA,2049,640000,6400,2.00
28,801,Gas_CCGT_OT,2049,640000,6400,2.00
28,802,Gas_CCGT_RC,2048,640000,6400,2.00
28,803,Gas_CCGT_SEA,2048,640000,6400,2.00
28,801,Gas_CCGT_OT,2048,640000,6400,2.00
28,802,Gas_CCGT_RC,2046,640000,6400,2.00
28,803,Gas_CCGT_SEA,2046,640000,6400,2.00
28,801,Gas_CCGT_OT,2046,640000,6400,2.00
28,802,Gas_CCGT_RC,2045,640000,6400,2.00
28,803,Gas_CCGT_SEA,2045,640000,6400,2.00
28,801,Gas_CCGT_OT,2045,640000,6400,2.00
