gen_info_scenario_id,project_id,province_id,province_cn,province,technology_id,technology,location_id,ep_project_replacement_id,capacity_limit,capacity_limit_conversion,heat_rate,cogen_thermal_demand,connect_cost_per_mw,site_id
2,12044,11,浙江,Zhejiang,805,Gas_CCGT_RC_CCS,0,0,0,0,8.23,0,300,
2,12054,11,浙江,Zhejiang,805,Gas_CCGT_RC_CCS,0,0,0,0,8.23,0,300,
2,12080,11,浙江,Zhejiang,805,Gas_CCGT_RC_CCS,0,0,0,0,8.23,0,300,
2,12098,11,浙江,Zhejiang,805,Gas_CCGT_RC_CCS,0,0,0,0,8.23,0,300,
2,12062,11,浙江,Zhejiang,806,Gas_CCGT_SEA_CCS,0,0,0,0,7.48,0,300,
2,12088,11,浙江,Zhejiang,806,Gas_CCGT_SEA_CCS,0,0,0,0,7.48,0,300,
2,12106,11,浙江,Zhejiang,806,Gas_CCGT_SEA_CCS,0,0,0,0,7.48,0,300,
2,12154,8,福建,Fujian,105,Coal_1000_OT_CCS,0,0,0,0,10.01,0,300,
2,12108,7,安徽,Anhui,105,Coal_1000_OT_CCS,0,0,0,0,10.01,0,300,
2,12116,7,安徽,Anhui,106,Coal_1000_RC_CCS,0,0,0,0,10.01,0,300,
2,12126,7,安徽,Anhui,106,Coal_1000_RC_CCS,0,0,0,0,10.01,0,300,
2,12112,7,安徽,Anhui,305,Coal_300_OT_CCS,0,0,0,0,11.75,0,300,
2,11904,20,黑龙江,Heilongjiang,805,Gas_CCGT_RC_CCS,0,0,0,0,8.23,0,300,
2,12384,2,河南,Henan,307,Coal_300_DRY_CCS,0,0,0,0,12.54,0,300,
2,12318,2,河南,Henan,306,Coal_300_RC_CCS,0,0,0,0,11.75,0,300,
2,12334,2,河南,Henan,306,Coal_300_RC_CCS,0,0,0,0,11.75,0,300,
2,12358,2,河南,Henan,306,Coal_300_RC_CCS,0,0,0,0,11.75,0,300,
2,12374,2,河南,Henan,306,Coal_300_RC_CCS,0,0,0,0,11.75,0,300,
2,12338,2,河南,Henan,805,Gas_CCGT_RC_CCS,0,0,0,0,8.23,0,300,
2,12794,26,陕西,Shaanxi,602,Coal_IGCC_RC_CCS,0,0,0,0,10.94,0,300,
2,12810,26,陕西,Shaanxi,602,Coal_IGCC_RC_CCS,0,0,0,0,10.94,0,300,
2,12826,26,陕西,Shaanxi,602,Coal_IGCC_RC_CCS,0,0,0,0,10.94,0,300,
2,12226,15,山东,Shandong,106,Coal_1000_RC_CCS,0,0,0,0,10.01,0,300,
2,12258,15,山东,Shandong,106,Coal_1000_RC_CCS,0,0,0,0,10.01,0,300,
2,12282,15,山东,Shandong,106,Coal_1000_RC_CCS,0,0,0,0,10.01,0,300,
2,12298,15,山东,Shandong,106,Coal_1000_RC_CCS,0,0,0,0,10.01,0,300,
2,12264,15,山东,Shandong,602,Coal_IGCC_RC_CCS,0,0,0,0,10.94,0,300,
2,12288,15,山东,Shandong,602,Coal_IGCC_RC_CCS,0,0,0,0,10.94,0,300,
2,12304,15,山东,Shandong,602,Coal_IGCC_RC_CCS,0,0,0,0,10.94,0,300,
2,12280,15,山东,Shandong,804,Gas_CCGT_OT_CCS,0,0,0,0,7.48,0,300,
2,12234,15,山东,Shandong,805,Gas_CCGT_RC_CCS,0,0,0,0,8.23,0,300,
2,12266,15,山东,Shandong,805,Gas_CCGT_RC_CCS,0,0,0,0,8.23,0,300,
2,12290,15,山东,Shandong,805,Gas_CCGT_RC_CCS,0,0,0,0,8.23,0,300,
2,12306,15,山东,Shandong,805,Gas_CCGT_RC_CCS,0,0,0,0,8.23,0,300,
2,11912,10,上海,Shanghai,105,Coal_1000_OT_CCS,0,0,0,0,10.01,0,300,
2,11920,10,上海,Shanghai,106,Coal_1000_RC_CCS,0,0,0,0,10.01,0,300,
2,11930,10,上海,Shanghai,108,Coal_1000_SEA_CCS,0,0,0,0,10.01,0,300,
2,11916,10,上海,Shanghai,305,Coal_300_OT_CCS,0,0,0,0,11.75,0,300,
2,11924,10,上海,Shanghai,306,Coal_300_RC_CCS,0,0,0,0,11.75,0,300,
2,11934,10,上海,Shanghai,308,Coal_300_SEA_CCS,0,0,0,0,11.75,0,300,
2,11392,16,山西,Shanxi,106,Coal_1000_RC_CCS,0,0,0,0,10.01,0,300,
2,11408,16,山西,Shanxi,106,Coal_1000_RC_CCS,0,0,0,0,10.01,0,300,
2,11374,16,山西,Shanxi,307,Coal_300_DRY_CCS,0,0,0,0,12.54,0,300,
2,11390,16,山西,Shanxi,307,Coal_300_DRY_CCS,0,0,0,0,12.54,0,300,
2,11406,16,山西,Shanxi,307,Coal_300_DRY_CCS,0,0,0,0,12.54,0,300,
2,11422,16,山西,Shanxi,307,Coal_300_DRY_CCS,0,0,0,0,12.54,0,300,
2,11364,16,山西,Shanxi,306,Coal_300_RC_CCS,0,0,0,0,11.75,0,300,
2,11380,16,山西,Shanxi,306,Coal_300_RC_CCS,0,0,0,0,11.75,0,300,
2,11368,16,山西,Shanxi,805,Gas_CCGT_RC_CCS,0,0,0,0,8.23,0,300,
2,11384,16,山西,Shanxi,805,Gas_CCGT_RC_CCS,0,0,0,0,8.23,0,300,
2,11400,16,山西,Shanxi,805,Gas_CCGT_RC_CCS,0,0,0,0,8.23,0,300,
2,11416,16,山西,Shanxi,805,Gas_CCGT_RC_CCS,0,0,0,0,8.23,0,300,
2,12058,11,浙江,Zhejiang,208,Coal_600_SEA_CCS,0,0,0,0,10.94,0,300,
2,12084,11,浙江,Zhejiang,208,Coal_600_SEA_CCS,0,0,0,0,10.94,0,300,
2,12102,11,浙江,Zhejiang,208,Coal_600_SEA_CCS,0,0,0,0,10.94,0,300,
2,12042,11,浙江,Zhejiang,602,Coal_IGCC_RC_CCS,0,0,0,0,10.94,0,300,
2,12052,11,浙江,Zhejiang,602,Coal_IGCC_RC_CCS,0,0,0,0,10.94,0,300,
